style_key,term,unmapped_reason
Baby/Children || Bag || Accessories || Pink || Solid,pink bag,
Ladieswear || Dress || Jersey Fancy || Black || Dot,black dress,
Ladieswear || Dress || Jersey Fancy || Black || Glittering/Metallic,black dress,
Ladieswear || Dress || Jersey Fancy || Black || Lace,black dress,
Ladieswear || Dress || Jersey Fancy || Black || Solid,black dress,
Ladieswear || Dress || Jersey Fancy || Black || Stripe,black dress,
Ladieswear || Dress || Jersey Fancy || Blue || All over pattern,blue dress,
Ladieswear || Dress || Jersey Fancy || Blue || Dot,blue dress,
Ladieswear || Dress || Jersey Fancy || Blue || Lace,blue dress,
Ladieswear || Dress || Jersey Fancy || Blue || Melange,blue dress,
Ladieswear || Dress || Jersey Fancy || Blue || Solid,blue dress,
Ladieswear || Dress || Jersey Fancy || Blue || Stripe,blue dress,
Ladieswear || Dress || Jersey Fancy || Brown || Solid,brown dress,
Ladieswear || Dress || Jersey Fancy || Green || All over pattern,green dress,
Ladieswear || Dress || Jersey Fancy || Green || Lace,green dress,
Ladieswear || Dress || Jersey Fancy || Green || Solid,green dress,
Ladieswear || Dress || Jersey Fancy || Grey || Melange,grey dress,
Ladieswear || Dress || Jersey Fancy || Grey || Solid,grey dress,
Ladieswear || Dress || Jersey Fancy || Khaki green || Solid,khaki dress,
Ladieswear || Dress || Jersey Fancy || Lilac Purple || Solid,lilac dress,
Ladieswear || Dress || Jersey Fancy || Orange || Solid,orange dress,
Ladieswear || Dress || Jersey Fancy || Pink || Lace,pink dress,
Ladieswear || Dress || Jersey Fancy || Pink || Solid,pink dress,
Ladieswear || Dress || Jersey Fancy || Red || All over pattern,red dress,
Ladieswear || Dress || Jersey Fancy || Red || Lace,red dress,
Ladieswear || Dress || Jersey Fancy || Red || Solid,red dress,
Ladieswear || Dress || Jersey Fancy || Red || Stripe,red dress,
Ladieswear || Dress || Jersey Fancy || Turquoise || Lace,turquoise dress,
Ladieswear || Dress || Jersey Fancy || Turquoise || Solid,turquoise dress,
Ladieswear || Dress || Jersey Fancy || Unknown || Solid,,colour unmapped
Ladieswear || Dress || Jersey Fancy || White || All over pattern,white dress,
Ladieswear || Dress || Jersey Fancy || White || Lace,white dress,
Ladieswear || Dress || Jersey Fancy || White || Solid,white dress,
Ladieswear || Dress || Jersey Fancy || White || Stripe,white dress,
Ladieswear || Dress || Jersey Fancy || Yellow || All over pattern,yellow dress,
Ladieswear || Dress || Jersey Fancy || Yellow || Solid,yellow dress,
Ladieswear || Dress || Knitwear || Beige || Solid,beige dress,
Ladieswear || Dress || Knitwear || Black || Glittering/Metallic,black dress,
Ladieswear || Dress || Knitwear || Black || Solid,black dress,
Ladieswear || Dress || Knitwear || Blue || Solid,blue dress,
Ladieswear || Dress || Knitwear || Brown || Solid,brown dress,
Ladieswear || Dress || Knitwear || Grey || Melange,grey dress,
Ladieswear || Dress || Knitwear || Red || Solid,red dress,
Ladieswear || Dress || Special Offers || Beige || All over pattern,beige dress,
Ladieswear || Dress || Special Offers || Black || Jacquard,black dress,
Ladieswear || Dress || Special Offers || Black || Solid,black dress,
Ladieswear || Dress || Special Offers || Blue || All over pattern,blue dress,
Ladieswear || Dress || Special Offers || Brown || All over pattern,brown dress,
Ladieswear || Dress || Special Offers || Orange || All over pattern,orange dress,
Ladieswear || Dress || Special Offers || Pink || All over pattern,pink dress,
Ladieswear || Dress || Special Offers || Pink || Solid,pink dress,
Ladieswear || Dress || Special Offers || Red || Solid,red dress,
Ladieswear || Dress || Special Offers || White || All over pattern,white dress,
Ladieswear || Dress || Special Offers || White || Embroidery,white dress,
Ladieswear || Dress || Special Offers || White || Solid,white dress,
"Ladieswear || Dress || Under-, Nightwear || Black || Solid",black dress,
Ladieswear || Dress || Unknown || Beige || All over pattern,beige dress,
Ladieswear || Dress || Unknown || Beige || Solid,beige dress,
Ladieswear || Dress || Unknown || Black || All over pattern,black dress,
Ladieswear || Dress || Unknown || Black || Solid,black dress,
Ladieswear || Dress || Unknown || Blue || All over pattern,blue dress,
Ladieswear || Dress || Unknown || Blue || Solid,blue dress,
Ladieswear || Dress || Unknown || Green || Solid,green dress,
Ladieswear || Dress || Unknown || Khaki green || Solid,khaki dress,
Ladieswear || Dress || Unknown || Orange || Solid,orange dress,
Ladieswear || Dress || Unknown || Pink || All over pattern,pink dress,
Ladieswear || Dress || Unknown || Pink || Solid,pink dress,
Ladieswear || Dress || Unknown || Red || All over pattern,red dress,
Ladieswear || Dress || Unknown || Red || Solid,red dress,
Ladieswear || Dress || Unknown || White || All over pattern,white dress,
Ladieswear || Dungarees || Trousers || Blue || Denim,blue dungarees,
Ladieswear || Earring || Accessories || Beige || Solid,beige earrings,
Ladieswear || Earring || Accessories || Black || Solid,black earrings,
Ladieswear || Earring || Accessories || Blue || Solid,blue earrings,
Ladieswear || Earring || Accessories || Brown || Solid,brown earrings,
Ladieswear || Earring || Accessories || Green || Solid,green earrings,
Ladieswear || Earring || Accessories || Lilac Purple || Solid,lilac earrings,
Ladieswear || Earring || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Earring || Accessories || Orange || Solid,orange earrings,
Ladieswear || Earring || Accessories || Pink || Solid,pink earrings,
Ladieswear || Earring || Accessories || Red || Solid,red earrings,
Ladieswear || Earring || Accessories || Turquoise || Solid,turquoise earrings,
Ladieswear || Earring || Accessories || White || Solid,white earrings,
Ladieswear || Earring || Accessories || Yellow || Solid,yellow earrings,
Ladieswear || Earrings || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Flat shoe || Shoes || Beige || Solid,,product type unmapped
Ladieswear || Flat shoe || Shoes || Black || Solid,,product type unmapped
Ladieswear || Flat shoe || Shoes || Brown || Solid,,product type unmapped
Ladieswear || Flat shoe || Shoes || Red || Solid,,product type unmapped
Ladieswear || Flat shoe || Shoes || White || Solid,,product type unmapped
Ladieswear || Flat shoe || Shoes || Yellow || Solid,,product type unmapped
Ladieswear || Flip flop || Shoes || Black || Solid,black flip flops,
Ladieswear || Gloves || Accessories || Black || Solid,black gloves,
Ladieswear || Hair clip || Accessories || Black || Solid,black hair clip,
Ladieswear || Hair clip || Accessories || Metal || Glittering/Metallic,,colour unmapped
Ladieswear || Hair clip || Accessories || Metal || Metallic,,colour unmapped
Ladieswear || Hair clip || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Hair clip || Accessories || White || Solid,white hair clip,
Ladieswear || Hair string || Accessories || Beige || Solid,,product type unmapped
Ladieswear || Hair string || Accessories || Black || Solid,,product type unmapped
Ladieswear || Hair string || Accessories || Orange || Solid,,product type unmapped
Ladieswear || Hair string || Accessories || Pink || Solid,,product type unmapped
Ladieswear || Hair string || Accessories || Red || Solid,,product type unmapped
Ladieswear || Hair string || Accessories || White || Solid,,product type unmapped
Ladieswear || Hair ties || Accessories || Black || Solid,black hair ties,
Ladieswear || Hair ties || Accessories || Pink || Solid,pink hair ties,
Ladieswear || Hair/alice band || Accessories || Beige || All over pattern,beige headband,
Ladieswear || Hair/alice band || Accessories || Beige || Solid,beige headband,
Ladieswear || Hair/alice band || Accessories || Black || All over pattern,black headband,
Ladieswear || Hair/alice band || Accessories || Black || Dot,black headband,
Ladieswear || Hair/alice band || Accessories || Black || Solid,black headband,
Ladieswear || Hair/alice band || Accessories || Blue || All over pattern,blue headband,
Ladieswear || Hair/alice band || Accessories || Brown || Solid,brown headband,
Ladieswear || Hair/alice band || Accessories || Green || All over pattern,green headband,
Ladieswear || Hair/alice band || Accessories || Green || Solid,green headband,
Ladieswear || Hair/alice band || Accessories || Grey || Solid,grey headband,
Ladieswear || Hair/alice band || Accessories || Khaki green || Solid,khaki headband,
Ladieswear || Hair/alice band || Accessories || Metal || Glittering/Metallic,,colour unmapped
Ladieswear || Hair/alice band || Accessories || Orange || All over pattern,orange headband,
Ladieswear || Hair/alice band || Accessories || Orange || Solid,orange headband,
Ladieswear || Hair/alice band || Accessories || Pink || All over pattern,pink headband,
Ladieswear || Hair/alice band || Accessories || Pink || Glittering/Metallic,pink headband,
Ladieswear || Hair/alice band || Accessories || Pink || Solid,pink headband,
Ladieswear || Hair/alice band || Accessories || Red || All over pattern,red headband,
Ladieswear || Hair/alice band || Accessories || Red || Solid,red headband,
Ladieswear || Hair/alice band || Accessories || White || All over pattern,white headband,
Ladieswear || Hair/alice band || Accessories || White || Solid,white headband,
Ladieswear || Hair/alice band || Accessories || Yellow || All over pattern,yellow headband,
Ladieswear || Hair/alice band || Accessories || Yellow || Solid,yellow headband,
Ladieswear || Hat/beanie || Accessories || Beige || Solid,beige beanie,
Ladieswear || Hat/beanie || Accessories || Black || Solid,black beanie,
Ladieswear || Hat/beanie || Accessories || Brown || Solid,brown beanie,
Ladieswear || Hat/beanie || Accessories || Grey || Melange,grey beanie,
Ladieswear || Hat/beanie || Accessories || Grey || Solid,grey beanie,
Ladieswear || Hat/beanie || Accessories || Mole || Solid,,colour unmapped
Ladieswear || Hat/beanie || Accessories || Orange || Solid,orange beanie,
Ladieswear || Hat/beanie || Accessories || Pink || Solid,pink beanie,
Ladieswear || Hat/beanie || Accessories || Red || Solid,red beanie,
Ladieswear || Hat/beanie || Accessories || Unknown || Solid,,colour unmapped
Ladieswear || Hat/beanie || Accessories || White || Solid,white beanie,
Ladieswear || Hat/beanie || Accessories || Yellow || Solid,yellow beanie,
Ladieswear || Hat/brim || Accessories || Beige || Solid,beige hat,
Ladieswear || Hat/brim || Accessories || Black || Solid,black hat,
Ladieswear || Hat/brim || Accessories || Brown || Solid,brown hat,
Ladieswear || Hat/brim || Accessories || White || Solid,white hat,
Ladieswear || Heeled sandals || Shoes || Beige || Solid,beige heeled sandals,
Ladieswear || Heeled sandals || Shoes || Black || Solid,black heeled sandals,
Ladieswear || Heeled sandals || Shoes || Brown || Solid,brown heeled sandals,
Ladieswear || Heeled sandals || Shoes || Metal || Solid,,colour unmapped
Ladieswear || Heeled sandals || Shoes || Orange || Solid,orange heeled sandals,
Ladieswear || Heeled sandals || Shoes || Pink || Solid,pink heeled sandals,
Ladieswear || Heeled sandals || Shoes || Red || Solid,red heeled sandals,
Ladieswear || Heeled sandals || Shoes || White || Solid,white heeled sandals,
Ladieswear || Heeled sandals || Shoes || Yellow || Solid,yellow heeled sandals,
Ladieswear || Heels || Shoes || Black || Solid,black heels,
Ladieswear || Hoodie || Jersey Basic || Black || Solid,black hoodie,
Ladieswear || Hoodie || Jersey Basic || Blue || Solid,blue hoodie,
Ladieswear || Hoodie || Jersey Basic || Grey || Melange,grey hoodie,
Ladieswear || Hoodie || Jersey Basic || Mole || Solid,,colour unmapped
Ladieswear || Hoodie || Jersey Basic || Orange || Solid,orange hoodie,
Ladieswear || Hoodie || Jersey Basic || White || Solid,white hoodie,
Ladieswear || Hoodie || Jersey Fancy || Beige || Solid,beige hoodie,
Ladieswear || Hoodie || Jersey Fancy || Black || Solid,black hoodie,
Ladieswear || Hoodie || Jersey Fancy || Grey || Front print,grey hoodie,
Ladieswear || Hoodie || Jersey Fancy || Grey || Melange,grey hoodie,
Ladieswear || Hoodie || Jersey Fancy || White || Solid,white hoodie,
Ladieswear || Jacket || Blouses || Black || Solid,black jacket,
Ladieswear || Jacket || Blouses || Blue || Solid,blue jacket,
Ladieswear || Jacket || Dressed || Black || Solid,black jacket,
Ladieswear || Jacket || Outdoor || Beige || All over pattern,beige jacket,
Ladieswear || Jacket || Outdoor || Beige || Check,beige jacket,
Ladieswear || Jacket || Outdoor || Beige || Solid,beige jacket,
Ladieswear || Jacket || Outdoor || Black || All over pattern,black jacket,
Ladieswear || Jacket || Outdoor || Black || Check,black jacket,
Ladieswear || Jacket || Outdoor || Black || Other structure,black jacket,
Ladieswear || Jacket || Outdoor || Black || Solid,black jacket,
Ladieswear || Jacket || Outdoor || Blue || Denim,blue jacket,
Ladieswear || Jacket || Outdoor || Blue || Solid,blue jacket,
Ladieswear || Jacket || Outdoor || Brown || Solid,brown jacket,
Ladieswear || Jacket || Outdoor || Green || Solid,green jacket,
Ladieswear || Jacket || Outdoor || Grey || Melange,grey jacket,
Ladieswear || Jacket || Outdoor || Grey || Solid,grey jacket,
Ladieswear || Jacket || Outdoor || Khaki green || Solid,khaki jacket,
Ladieswear || Jacket || Outdoor || Mole || Solid,,colour unmapped
Ladieswear || Jacket || Outdoor || Orange || Solid,orange jacket,
Ladieswear || Jacket || Outdoor || Pink || Solid,pink jacket,
Ladieswear || Jacket || Outdoor || Red || Solid,red jacket,
Ladieswear || Jacket || Outdoor || White || Solid,white jacket,
Ladieswear || Jacket || Outdoor || Yellow || Solid,yellow jacket,
Ladieswear || Jacket || Trousers Denim || Black || Denim,black jacket,
Ladieswear || Jacket || Trousers Denim || Blue || Denim,blue jacket,
Ladieswear || Jacket || Unknown || Black || Solid,black jacket,
Ladieswear || Jacket || Unknown || Khaki green || Solid,khaki jacket,
Ladieswear || Jumpsuit/Playsuit || Jersey Fancy || Black || Solid,black jumpsuit,
Ladieswear || Jumpsuit/Playsuit || Trousers || Beige || Solid,beige jumpsuit,
Ladieswear || Jumpsuit/Playsuit || Trousers || Black || All over pattern,black jumpsuit,
Ladieswear || Jumpsuit/Playsuit || Trousers || Black || Solid,black jumpsuit,
Ladieswear || Jumpsuit/Playsuit || Trousers || Blue || Denim,blue jumpsuit,
Ladieswear || Jumpsuit/Playsuit || Trousers || Khaki green || Solid,khaki jumpsuit,
Ladieswear || Jumpsuit/Playsuit || Trousers || White || Solid,white jumpsuit,
Ladieswear || Leggings/Tights || Jersey Basic || Black || Solid,black leggings,
Ladieswear || Leggings/Tights || Jersey Basic || Grey || Melange,grey leggings,
Ladieswear || Leggings/Tights || Jersey Fancy || Black || All over pattern,black leggings,
Ladieswear || Leggings/Tights || Jersey Fancy || Black || Placement print,black leggings,
Ladieswear || Leggings/Tights || Jersey Fancy || Black || Solid,black leggings,
Ladieswear || Leggings/Tights || Jersey Fancy || Grey || All over pattern,grey leggings,
Ladieswear || Leggings/Tights || Jersey Fancy || Grey || Melange,grey leggings,
Ladieswear || Leggings/Tights || Socks and Tights || Black || Solid,black leggings,
Ladieswear || Leggings/Tights || Trousers || Black || Solid,black leggings,
Ladieswear || Necklace || Accessories || Black || Solid,black necklace,
Ladieswear || Necklace || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Necklace || Accessories || Orange || Solid,orange necklace,
Ladieswear || Necklace || Accessories || Pink || Solid,pink necklace,
Ladieswear || Necklace || Accessories || Red || Solid,red necklace,
Ladieswear || Necklace || Accessories || Turquoise || Solid,turquoise necklace,
Ladieswear || Necklace || Accessories || White || Solid,white necklace,
"Ladieswear || Night gown || Under-, Nightwear || Black || Solid",black nightgown,
"Ladieswear || Night gown || Under-, Nightwear || Blue || All over pattern",blue nightgown,
"Ladieswear || Night gown || Under-, Nightwear || Blue || Stripe",blue nightgown,
"Ladieswear || Night gown || Under-, Nightwear || Pink || All over pattern",pink nightgown,
"Ladieswear || Night gown || Under-, Nightwear || Pink || Lace",pink nightgown,
"Ladieswear || Night gown || Under-, Nightwear || Pink || Solid",pink nightgown,
"Ladieswear || Night gown || Under-, Nightwear || Pink || Stripe",pink nightgown,
Ladieswear || Other accessories || Accessories || Beige || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Beige || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || Black || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Black || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || Brown || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Green || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Green || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || Grey || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || Metal || Glittering/Metallic,,product type and colour both unmapped
Ladieswear || Other accessories || Accessories || Metal || Solid,,product type and colour both unmapped
Ladieswear || Other accessories || Accessories || Orange || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Pink || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Pink || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || Red || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Red || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || White || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || White || Solid,,product type unmapped
Ladieswear || Other accessories || Accessories || Yellow || All over pattern,,product type unmapped
Ladieswear || Other accessories || Accessories || Yellow || Solid,,product type unmapped
Ladieswear || Other shoe || Shoes || Beige || Solid,,product type unmapped
Ladieswear || Other shoe || Shoes || Black || Solid,,product type unmapped
Ladieswear || Other shoe || Shoes || Brown || Solid,,product type unmapped
Ladieswear || Pumps || Shoes || Beige || Solid,beige pumps,
Ladieswear || Pumps || Shoes || Black || Solid,black pumps,
Ladieswear || Pumps || Shoes || Brown || Solid,brown pumps,
Ladieswear || Pumps || Shoes || Orange || Solid,orange pumps,
Ladieswear || Pumps || Shoes || Pink || Solid,pink pumps,
Ladieswear || Pumps || Shoes || Red || Solid,red pumps,
Ladieswear || Pumps || Shoes || White || Solid,white pumps,
Ladieswear || Pumps || Shoes || Yellow || Solid,yellow pumps,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Black || All over pattern",black pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Black || Solid",black pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Blue || All over pattern",blue pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Blue || Stripe",blue pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Grey || All over pattern",grey pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Grey || Melange",grey pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Grey || Solid",grey pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Pink || All over pattern",pink pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Pink || Solid",pink pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || Red || All over pattern",red pyjama bottoms,
"Ladieswear || Pyjama bottom || Under-, Nightwear || White || All over pattern",white pyjama bottoms,
"Ladieswear || Pyjama set || Under-, Nightwear || Black || All over pattern",black pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Black || Contrast",black pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Black || Dot",black pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Black || Solid",black pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Blue || All over pattern",blue pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Blue || Solid",blue pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Blue || Stripe",blue pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Grey || All over pattern",grey pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Grey || Front print",grey pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Grey || Melange",grey pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Grey || Solid",grey pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Mole || Melange",,colour unmapped
"Ladieswear || Pyjama set || Under-, Nightwear || Pink || All over pattern",pink pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Front print",pink pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Melange",pink pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Solid",pink pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Stripe",pink pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Red || All over pattern",red pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || Red || Check",red pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || White || All over pattern",white pyjamas,
"Ladieswear || Pyjama set || Under-, Nightwear || White || Solid",white pyjamas,
Ladieswear || Ring || Accessories || Green || Solid,,product type unmapped
Ladieswear || Ring || Accessories || Metal || Solid,,product type and colour both unmapped
Ladieswear || Ring || Accessories || Orange || Solid,,product type unmapped
Ladieswear || Ring || Accessories || Pink || Solid,,product type unmapped
Ladieswear || Ring || Accessories || Turquoise || Solid,,product type unmapped
Ladieswear || Ring || Accessories || White || Solid,,product type unmapped
"Ladieswear || Robe || Under-, Nightwear || Black || Solid",black robe,
"Ladieswear || Robe || Under-, Nightwear || Pink || Solid",pink robe,
Ladieswear || Sandals || Shoes || Beige || Solid,beige sandals,
Ladieswear || Sandals || Shoes || Black || Solid,black sandals,
Ladieswear || Sandals || Shoes || Brown || Solid,brown sandals,
Ladieswear || Sandals || Shoes || Metal || Solid,,colour unmapped
Ladieswear || Sandals || Shoes || Orange || Solid,orange sandals,
Ladieswear || Sandals || Shoes || Pink || Solid,pink sandals,
Ladieswear || Sandals || Shoes || Red || Solid,red sandals,
Ladieswear || Sandals || Shoes || White || Solid,white sandals,
Ladieswear || Sandals || Shoes || Yellow || Solid,yellow sandals,
Ladieswear || Sarong || Swimwear || Black || Placement print,black sarong,
Ladieswear || Sarong || Swimwear || Black || Solid,black sarong,
Ladieswear || Sarong || Swimwear || White || All over pattern,white sarong,
Ladieswear || Sarong || Swimwear || White || Placement print,white sarong,
Ladieswear || Scarf || Accessories || Beige || All over pattern,beige scarf,
Ladieswear || Scarf || Accessories || Beige || Check,beige scarf,
Ladieswear || Scarf || Accessories || Beige || Solid,beige scarf,
Ladieswear || Scarf || Accessories || Black || All over pattern,black scarf,
Ladieswear || Scarf || Accessories || Black || Colour blocking,black scarf,
Ladieswear || Scarf || Accessories || Black || Solid,black scarf,
Ladieswear || Scarf || Accessories || Blue || All over pattern,blue scarf,
Ladieswear || Scarf || Accessories || Blue || Solid,blue scarf,
Ladieswear || Scarf || Accessories || Brown || Check,brown scarf,
Ladieswear || Scarf || Accessories || Brown || Solid,brown scarf,
Ladieswear || Scarf || Accessories || Grey || Melange,grey scarf,
Ladieswear || Scarf || Accessories || Grey || Solid,grey scarf,
Ladieswear || Scarf || Accessories || Mole || Solid,,colour unmapped
Ladieswear || Scarf || Accessories || Orange || All over pattern,orange scarf,
Ladieswear || Scarf || Accessories || Orange || Solid,orange scarf,
Ladieswear || Scarf || Accessories || Pink || All over pattern,pink scarf,
Ladieswear || Scarf || Accessories || Pink || Colour blocking,pink scarf,
Ladieswear || Scarf || Accessories || Pink || Solid,pink scarf,
Ladieswear || Scarf || Accessories || Red || Solid,red scarf,
Ladieswear || Scarf || Accessories || White || All over pattern,white scarf,
Ladieswear || Scarf || Accessories || White || Check,white scarf,
Ladieswear || Scarf || Accessories || White || Solid,white scarf,
Ladieswear || Scarf || Accessories || Yellow || All over pattern,yellow scarf,
Ladieswear || Scarf || Accessories || Yellow || Solid,yellow scarf,
Ladieswear || Shirt || Blouses || Beige || Solid,beige shirt,
Ladieswear || Shirt || Blouses || Black || Check,black shirt,
Ladieswear || Shirt || Blouses || Black || Solid,black shirt,
Ladieswear || Shirt || Blouses || Blue || All over pattern,blue shirt,
Ladieswear || Shirt || Blouses || Blue || Check,blue shirt,
Ladieswear || Shirt || Blouses || Blue || Denim,blue shirt,
Ladieswear || Shirt || Blouses || Blue || Melange,blue shirt,
Ladieswear || Shirt || Blouses || Blue || Solid,blue shirt,
Ladieswear || Shirt || Blouses || Blue || Stripe,blue shirt,
Ladieswear || Shirt || Blouses || Green || Solid,green shirt,
Ladieswear || Shirt || Blouses || Khaki green || Solid,khaki shirt,
Ladieswear || Shirt || Blouses || Pink || Check,pink shirt,
Ladieswear || Shirt || Blouses || Pink || Solid,pink shirt,
Ladieswear || Shirt || Blouses || Pink || Stripe,pink shirt,
Ladieswear || Shirt || Blouses || Red || Check,red shirt,
Ladieswear || Shirt || Blouses || Red || Solid,red shirt,
Ladieswear || Shirt || Blouses || Red || Stripe,red shirt,
Ladieswear || Shirt || Blouses || White || All over pattern,white shirt,
Ladieswear || Shirt || Blouses || White || Check,white shirt,
Ladieswear || Shirt || Blouses || White || Solid,white shirt,
Ladieswear || Shirt || Blouses || White || Stripe,white shirt,
Ladieswear || Shirt || Trousers Denim || Blue || Denim,blue shirt,
Ladieswear || Shirt || Unknown || Beige || Solid,beige shirt,
Ladieswear || Shirt || Unknown || Black || Solid,black shirt,
Ladieswear || Shirt || Unknown || Blue || Solid,blue shirt,
Ladieswear || Shirt || Unknown || White || Solid,white shirt,
Ladieswear || Shorts || Jersey Basic || Black || Solid,black shorts,
Ladieswear || Shorts || Jersey Basic || Grey || Melange,grey shorts,
Ladieswear || Shorts || Jersey Basic || Khaki green || Solid,khaki shorts,
Ladieswear || Shorts || Jersey Fancy || Black || Solid,black shorts,
Ladieswear || Shorts || Shorts || Beige || Solid,beige shorts,
Ladieswear || Shorts || Shorts || Black || Solid,black shorts,
Ladieswear || Shorts || Shorts || Blue || All over pattern,blue shorts,
Ladieswear || Shorts || Shorts || Blue || Denim,blue shorts,
Ladieswear || Shorts || Shorts || Blue || Solid,blue shorts,
Ladieswear || Shorts || Shorts || Blue || Stripe,blue shorts,
Ladieswear || Shorts || Shorts || Brown || Solid,brown shorts,
Ladieswear || Shorts || Shorts || Green || Solid,green shorts,
Ladieswear || Shorts || Shorts || Grey || Denim,grey shorts,
Ladieswear || Shorts || Shorts || Khaki green || Solid,khaki shorts,
Ladieswear || Shorts || Shorts || Orange || Solid,orange shorts,
Ladieswear || Shorts || Shorts || Pink || Solid,pink shorts,
Ladieswear || Shorts || Shorts || White || All over pattern,white shorts,
Ladieswear || Shorts || Shorts || White || Denim,white shorts,
Ladieswear || Shorts || Shorts || White || Solid,white shorts,
Ladieswear || Shorts || Shorts || White || Stripe,white shorts,
Ladieswear || Shorts || Trousers Denim || Blue || Denim,blue shorts,
Ladieswear || Shorts || Trousers || Beige || All over pattern,beige shorts,
Ladieswear || Shorts || Trousers || Black || Solid,black shorts,
Ladieswear || Shorts || Trousers || Blue || All over pattern,blue shorts,
Ladieswear || Shorts || Trousers || Blue || Denim,blue shorts,
Ladieswear || Shorts || Trousers || Blue || Solid,blue shorts,
Ladieswear || Shorts || Trousers || Green || Solid,green shorts,
Ladieswear || Shorts || Trousers || Khaki green || Solid,khaki shorts,
Ladieswear || Shorts || Trousers || Pink || Solid,pink shorts,
Ladieswear || Shorts || Trousers || Turquoise || Solid,turquoise shorts,
Ladieswear || Shorts || Trousers || White || All over pattern,white shorts,
Ladieswear || Shorts || Trousers || White || Solid,white shorts,
Ladieswear || Skirt || Dresses Ladies || Black || Solid,black skirt,
Ladieswear || Skirt || Jersey Basic || Black || Solid,black skirt,
Ladieswear || Skirt || Jersey Fancy || Beige || All over pattern,beige skirt,
Ladieswear || Skirt || Jersey Fancy || Beige || Solid,beige skirt,
Ladieswear || Skirt || Jersey Fancy || Black || Solid,black skirt,
Ladieswear || Skirt || Jersey Fancy || Orange || Solid,orange skirt,
Ladieswear || Skirt || Knitwear || Beige || Solid,beige skirt,
Ladieswear || Skirt || Knitwear || Black || Solid,black skirt,
Ladieswear || Skirt || Shorts || Beige || Solid,beige skirt,
Ladieswear || Skirt || Shorts || Black || Solid,black skirt,
Ladieswear || Skirt || Shorts || Blue || All over pattern,blue skirt,
Ladieswear || Skirt || Shorts || Blue || Denim,blue skirt,
Ladieswear || Skirt || Shorts || Blue || Solid,blue skirt,
Ladieswear || Skirt || Shorts || Blue || Stripe,blue skirt,
Ladieswear || Skirt || Shorts || Khaki green || Solid,khaki skirt,
Ladieswear || Skirt || Skirts || Beige || All over pattern,beige skirt,
Ladieswear || Skirt || Skirts || Beige || Check,beige skirt,
Ladieswear || Skirt || Skirts || Beige || Solid,beige skirt,
Ladieswear || Skirt || Skirts || Black || All over pattern,black skirt,
Ladieswear || Skirt || Skirts || Black || Check,black skirt,
