style_key,class,n_photos_requested,n_photos_ok,n_fallback,raw_threshold
Ladieswear || Leggings/Tights || Socks and Tights || Black || Solid,solid,8,8,0,5.340402057436483
Divided || Cardigan || Knitwear || Black || Solid,solid,8,8,0,3.0821176469018354
Divided || Cardigan || Knitwear || Pink || Solid,solid,8,8,0,8.929140441220023
Divided || Cardigan || Knitwear || Yellow || Solid,solid,8,8,0,9.704019004029
Menswear || Sweater || Jersey Basic || Blue || Solid,solid,8,8,0,7.297532308018523
Menswear || Sneakers || Shoes || Black || Solid,solid,8,8,0,14.28123730564802
Menswear || T-shirt || Jersey Fancy || Grey || Placement print,patterned,8,8,0,11.293373014388992
Menswear || T-shirt || Jersey Fancy || Black || Placement print,patterned,8,8,0,4.10325769866362
Menswear || T-shirt || Jersey Fancy || Black || All over pattern,patterned,8,8,1,5.58226034967371
Menswear || T-shirt || Jersey Fancy || Pink || Placement print,patterned,8,8,0,12.519099364085996
Divided || Trousers || Trousers || Pink || Solid,solid,8,8,0,12.232128877717672
Divided || Trousers || Trousers || Blue || Denim,patterned,8,8,0,10.313320382160818
Sport || Shorts || Jersey Fancy || Grey || Melange,solid,8,8,0,7.697803961074599
Sport || T-shirt || Jersey Fancy || Black || Solid,solid,8,8,0,4.751655414671385
Sport || T-shirt || Jersey Fancy || White || Solid,solid,8,8,0,3.2125913817479868
Sport || T-shirt || Jersey Fancy || Blue || Melange,solid,8,8,0,8.756219545281331
Menswear || T-shirt || Jersey Fancy || Red || Solid,solid,8,8,0,10.094842510600367
Menswear || T-shirt || Jersey Fancy || Blue || Solid,solid,8,8,0,7.392127707895181
Menswear || T-shirt || Jersey Fancy || Beige || Solid,solid,7,7,0,7.271775151294113
Sport || T-shirt || Jersey Fancy || Pink || Melange,solid,8,8,1,14.130922137677338
Sport || T-shirt || Jersey Fancy || Orange || Melange,solid,8,8,0,11.91351247578224
Sport || Bra || Jersey Fancy || Blue || Solid,solid,8,8,0,17.769756733624988
Menswear || Trousers || Trousers Denim || Unknown || Denim,patterned,8,8,0,19.610710294240846
Menswear || Trousers || Trousers Denim || Grey || Denim,patterned,8,8,0,11.123267056120772
Menswear || Shirt || Shirts || Blue || Denim,patterned,8,8,0,10.494697191417362
Baby/Children || Trousers || Trousers || Grey || Solid,solid,8,8,0,5.452909640357692
Baby/Children || Trousers || Trousers || Khaki green || Solid,solid,8,8,0,4.806798400368633
Menswear || Trousers || Trousers || Grey || Denim,patterned,8,8,1,13.394413592376377
Menswear || T-shirt || Jersey Basic || Brown || Solid,solid,5,5,0,8.029542533803278
Divided || Top || Jersey Basic || Black || Solid,solid,8,8,0,2.369712260100473
Ladieswear || Bag || Accessories || Mole || Solid,solid,8,8,0,7.806809209062081
Ladieswear || Necklace || Accessories || Orange || Solid,solid,8,8,1,1.0693503904802941
Menswear || Trousers || Trousers || Blue || Melange,solid,8,8,0,14.024585203553595
Menswear || Trousers || Trousers || Unknown || Check,patterned,6,6,0,6.969628751908701
Ladieswear || Sweater || Knitwear || Blue || Stripe,patterned,8,8,0,13.862111630826824
Ladieswear || Sweater || Knitwear || White || Stripe,patterned,8,8,1,3.9007232880360077
Menswear || Shorts || Jersey Basic || Grey || Melange,solid,8,8,0,8.109848996588385
Menswear || Shorts || Jersey Basic || Blue || Melange,solid,5,5,0,13.485355480047133
Menswear || Shorts || Jersey Basic || Black || Solid,solid,8,8,0,11.600140397425308
Ladieswear || Shorts || Jersey Fancy || Black || Solid,solid,8,8,0,2.9078690937868976
Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Blue || Denim,patterned,8,8,0,14.83775028047085
Ladieswear || Skirt || Skirts || Blue || Solid,solid,8,8,0,12.919918889341568
Ladieswear || Belt || Accessories || Mole || Solid,solid,8,8,0,12.871382812754897
Ladieswear || Belt || Accessories || White || Solid,solid,8,8,1,20.134588965665085
Divided || Cardigan || Knitwear || Khaki green || Solid,solid,7,7,0,7.007831813023142
Sport || Vest top || Jersey Fancy || Lilac Purple || Solid,solid,6,6,0,14.386937702971679
Divided || Dress || Dresses Ladies || Grey || Solid,solid,8,8,0,6.9309042229628375
"Baby/Children || Pyjama set || Under-, Nightwear || Blue || All over pattern",patterned,8,8,0,9.930238977708656
Divided || Dress || Dresses Ladies || Black || Embroidery,patterned,8,8,0,1.9364024837480014
Divided || Dress || Dresses Ladies || Blue || Embroidery,patterned,8,8,0,14.551267047175946
Divided || Sweater || Jersey Fancy || White || Solid,solid,8,8,1,2.6474580726127646
Baby/Children || Dress || Accessories || Pink || Solid,solid,8,8,0,5.461342625321233
Baby/Children || Tailored Waistcoat || Shirts || Blue || Solid,solid,8,8,0,4.353264004209285
"Ladieswear || Underwear bottom || Under-, Nightwear || White || Solid",solid,8,8,0,2.2191679592630256
Baby/Children || Sneakers || Shoes || White || Solid,solid,8,8,0,2.1748636192641206
Ladieswear || Top || Jersey Fancy || Pink || Lace,patterned,8,8,0,15.468284696146302
Divided || Shirt || Blouses || Black || All over pattern,patterned,8,8,0,24.458283308246912
Ladieswear || Shirt || Blouses || Black || Solid,solid,8,8,0,3.250997088451384
Divided || Shorts || Shorts || Grey || Denim,patterned,5,5,0,2.1775613194179977
Divided || Shorts || Shorts || Blue || Denim,patterned,8,8,0,8.080444257157142
Ladieswear || Boots || Shoes || Black || Solid,solid,8,8,0,3.7072399892217653
Ladieswear || Bikini top || Swimwear || Red || Solid,solid,8,8,0,9.209992071523521
Ladieswear || Bikini top || Swimwear || White || Solid,solid,8,8,0,1.4353482206928811
Ladieswear || Shirt || Blouses || White || Solid,solid,8,8,0,0.9351283455305307
Ladieswear || Top || Jersey Fancy || Pink || Solid,solid,8,8,0,11.426102447268983
Ladieswear || Top || Jersey Fancy || Orange || Solid,solid,8,8,0,11.968298908377204
Ladieswear || Trousers || Trousers || Grey || Stripe,patterned,8,8,0,13.138409729097098
Ladieswear || Top || Blouses || White || Solid,solid,8,8,0,2.0728309891156695
Ladieswear || Cardigan || Knitwear || White || Solid,solid,8,8,0,3.016282405743742
Ladieswear || Sneakers || Shoes || White || Solid,solid,8,8,0,3.3455249255071218
"Ladieswear || Pyjama set || Under-, Nightwear || Pink || All over pattern",patterned,8,8,0,6.011695180962631
Ladieswear || Dress || Dresses Ladies || Blue || Solid,solid,8,8,0,14.761656346825793
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Solid",solid,8,8,0,12.650472070719193
"Ladieswear || Underwear bottom || Under-, Nightwear || Khaki green || Solid",solid,8,8,0,7.631621227400695
"Ladieswear || Underwear bottom || Under-, Nightwear || Orange || Solid",solid,8,8,0,22.146954802404977
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || All over pattern",patterned,8,8,0,8.841283395105416
Divided || Skirt || Skirts || Black || All over pattern,patterned,8,8,0,15.153325227877968
"Ladieswear || Bra || Under-, Nightwear || Pink || Melange",solid,7,7,0,19.06095343395905
"Ladieswear || Underwear bottom || Under-, Nightwear || Blue || Solid",solid,8,8,0,12.639263094100594
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Contrast",patterned,8,8,1,5.346882727422269
"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Contrast",patterned,8,8,0,6.6290873187987716
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Contrast",patterned,8,8,0,13.331948591544855
Sport || Bra || Jersey Fancy || Pink || Solid,solid,8,8,0,13.675181417504717
Sport || Bra || Jersey Fancy || Black || Solid,solid,8,8,0,2.2398814914923233
Menswear || Shirt || Shirts || Blue || Check,patterned,8,8,1,15.287794609315908
Menswear || Shirt || Shirts || Black || Check,patterned,8,8,0,20.690362602566513
Menswear || Cardigan || Knitwear || Black || Solid,solid,8,8,1,3.500192861037221
Divided || Bag || Accessories || Pink || Solid,solid,8,8,1,11.484948212521173
Ladieswear || Ballerinas || Shoes || Beige || Solid,solid,8,8,1,5.424511093860738
Ladieswear || Top || Jersey Fancy || Beige || Solid,solid,8,8,0,4.728962639204849
Ladieswear || Top || Jersey Fancy || Brown || Solid,solid,8,8,1,14.634285695966895
Ladieswear || Top || Jersey Fancy || Khaki green || Solid,solid,8,8,0,6.773763620052835
Ladieswear || Top || Jersey Fancy || Black || All over pattern,patterned,8,8,1,18.109523766714684
Ladieswear || Dress || Dresses Ladies || Blue || Stripe,patterned,8,8,0,22.251415195772804
Ladieswear || Cardigan || Knitwear || Black || Solid,solid,8,8,0,2.384637013888405
Ladieswear || Blouse || Blouses || Black || Solid,solid,8,8,0,4.075289824374839
Ladieswear || Trousers || Trousers || Blue || Other structure,patterned,6,6,0,13.224092983049127
Divided || Jumpsuit/Playsuit || Dresses Ladies || Black || Solid,solid,8,8,0,1.9588791568595454
Divided || Jumpsuit/Playsuit || Dresses Ladies || White || All over pattern,patterned,8,8,0,7.082705448819807
Divided || Jumpsuit/Playsuit || Dresses Ladies || Black || All over pattern,patterned,8,8,0,10.945829351095705
Ladieswear || Sneakers || Shoes || Yellow || Solid,solid,5,5,0,9.748675371677274
Divided || Blouse || Blouses || Pink || Solid,solid,8,8,0,6.69436294589913
Divided || Blouse || Blouses || Black || Solid,solid,8,8,0,1.9841214994585414
Ladieswear || Sneakers || Shoes || Black || Solid,solid,8,8,0,3.5229919352097343
Divided || T-shirt || Jersey Fancy || White || Solid,solid,8,8,0,1.2382931867972449
"Ladieswear || Unknown || Under-, Nightwear || Black || Solid",solid,8,8,0,2.578771193560092
"Ladieswear || Unknown || Under-, Nightwear || Beige || Solid",solid,5,5,0,6.868504498506033
"Ladieswear || Unknown || Under-, Nightwear || Brown || Solid",solid,7,7,0,3.5534749102794505
Divided || Vest top || Jersey Fancy || White || Solid,solid,8,8,0,2.3859557087610095
Divided || Vest top || Jersey Fancy || Yellow || Solid,solid,6,6,0,17.735180567389598
Menswear || Shorts || Shorts || Blue || All over pattern,patterned,8,8,0,15.897895122911613
Menswear || Shorts || Shorts || Brown || Solid,solid,8,8,0,8.212060439502848
Menswear || Polo shirt || Jersey Fancy || Black || Solid,solid,8,8,1,2.2586547923724183
Menswear || Polo shirt || Jersey Fancy || Blue || Solid,solid,8,8,0,14.029404974393245
Ladieswear || Sweater || Knitwear || Blue || Melange,solid,8,8,0,15.227235090539555
Ladieswear || Sweater || Knitwear || Red || Solid,solid,8,8,0,11.361522573181626
Divided || Dress || Jersey Basic || Grey || Solid,solid,8,8,0,5.838913472222898
Ladieswear || Shorts || Shorts || Khaki green || Solid,solid,8,8,0,10.068921138647596
Divided || Blouse || Blouses || Black || All over pattern,patterned,8,8,0,2.923413525232527
Divided || Sandals || Shoes || Black || Solid,solid,8,8,0,16.61654433052066
Ladieswear || Hair/alice band || Accessories || Grey || Solid,solid,8,8,0,14.755442573514467
Ladieswear || Hair/alice band || Accessories || Black || All over pattern,patterned,8,8,0,2.873664966837102
Divided || Dress || Dresses Ladies || Black || Dot,patterned,8,8,0,1.4871858713534682
Ladieswear || Shorts || Shorts || Blue || Denim,patterned,8,8,0,11.76650147390604
Ladieswear || T-shirt || Jersey Basic || White || Solid,solid,8,8,0,1.8049902856274762
Ladieswear || T-shirt || Jersey Basic || Blue || Stripe,patterned,8,8,0,8.080911062112566
Ladieswear || T-shirt || Jersey Basic || White || Stripe,patterned,8,8,0,6.4389583154258325
Ladieswear || T-shirt || Jersey Basic || Pink || Solid,solid,8,8,0,8.727880674745913
Ladieswear || Blouse || Blouses || White || All over pattern,patterned,8,8,1,8.60389985924865
Divided || Dress || Dresses Ladies || White || Solid,solid,8,8,0,2.21258099520717
Ladieswear || Trousers || Trousers || White || Stripe,patterned,8,8,0,16.211932423376588
Divided || Sweater || Jersey Fancy || Blue || Solid,solid,8,8,0,10.087611983596602
Baby/Children || Shorts || Trousers Denim || Blue || Denim,patterned,8,8,0,6.71036156408787
Baby/Children || Trousers || Jersey Fancy || Grey || All over pattern,patterned,8,8,0,8.531359525779632
Baby/Children || Trousers || Jersey Fancy || Black || Solid,solid,8,8,0,2.136545124732374
Baby/Children || Cardigan || Knitwear || Pink || Solid,solid,8,8,1,9.353081058791824
Divided || Jumpsuit/Playsuit || Dresses Ladies || Orange || All over pattern,patterned,5,5,0,36.94090594849823
Divided || Jumpsuit/Playsuit || Dresses Ladies || Pink || Solid,solid,8,8,0,14.439179306263421
Baby/Children || T-shirt || Jersey Fancy || Black || Front print,patterned,8,8,0,9.660428731574877
Divided || Jumpsuit/Playsuit || Dresses Ladies || Beige || All over pattern,patterned,6,6,0,20.234767672291134
Ladieswear || Sunglasses || Accessories || Brown || Melange,solid,8,8,0,23.596930478489867
Ladieswear || Other accessories || Accessories || Pink || Solid,solid,8,8,0,7.271883123029607
"Baby/Children || Underwear bottom || Under-, Nightwear || Blue || Mixed solid/pattern",patterned,8,8,0,38.50395291879034
Ladieswear || Dress || Dresses Ladies || Turquoise || Solid,solid,8,8,0,17.79332353907224
Ladieswear || Trousers || Trousers || Blue || Stripe,patterned,8,8,0,20.664598837671775
Ladieswear || Blouse || Blouses || Orange || Solid,solid,8,8,0,9.140557366314866
Ladieswear || Blouse || Blouses || Black || Stripe,patterned,8,8,0,20.10742103382719
Ladieswear || Blouse || Blouses || Blue || Solid,solid,8,8,0,8.30505477442182
Ladieswear || Blouse || Blouses || Red || Solid,solid,8,8,0,13.217279579803769
Ladieswear || Shirt || Blouses || Blue || Melange,solid,7,7,0,2.158492546127409
Ladieswear || Blouse || Blouses || Blue || Stripe,patterned,8,8,0,3.1190746451335167
Ladieswear || Top || Blouses || Yellow || Solid,solid,7,7,0,12.270996322114197
Ladieswear || Shirt || Blouses || White || Stripe,patterned,8,8,0,3.050395534039609
Ladieswear || Skirt || Skirts || Black || All over pattern,patterned,8,8,0,31.450162425785855
Menswear || Sweater || Knitwear || White || Solid,solid,8,8,1,3.1314935504376247
"Ladieswear || Robe || Under-, Nightwear || Pink || Solid",solid,8,8,0,11.46069589997013
Ladieswear || Wedge || Shoes || Beige || Solid,solid,8,8,0,11.287998684904515
Ladieswear || Dress || Dresses Ladies || Pink || Solid,solid,8,8,0,4.848727430026656
Divided || Hoodie || Jersey Basic || Orange || Solid,solid,8,8,0,4.043296185877187
Ladieswear || Dress || Blouses || Pink || All over pattern,patterned,8,8,0,5.082944455962638
Sport || Leggings/Tights || Jersey Fancy || Black || Placement print,patterned,8,8,0,1.5947350995602494
Divided || Top || Jersey Basic || White || Solid,solid,8,8,3,2.197852298804412
Sport || Leggings/Tights || Jersey Fancy || Grey || Colour blocking,patterned,8,8,0,10.098892849939766
Divided || Trousers || Trousers || Beige || Solid,solid,8,8,0,9.200929195141212
"Baby/Children || Pyjama set || Under-, Nightwear || Grey || Front print",patterned,8,8,0,2.4633832972745355
Ladieswear || Blouse || Blouses || White || Solid,solid,8,8,0,1.2771377872936223
"Baby/Children || Underwear bottom || Under-, Nightwear || Black || Solid",solid,8,8,0,4.73091063647264
Ladieswear || Shirt || Blouses || Blue || Solid,solid,8,8,0,5.511300358978586
Ladieswear || Dress || Dresses Ladies || Black || Solid,solid,8,8,0,5.203909718517398
Ladieswear || Vest top || Blouses || White || Solid,solid,8,8,0,3.7621750950391615
Ladieswear || Dress || Special Offers || Black || Solid,solid,8,8,0,3.233051708282008
Divided || Sweater || Knitwear || Black || Melange,solid,8,8,0,5.610866785980759
Baby/Children || Jacket || Outdoor || Khaki green || Solid,solid,8,8,0,16.237502459521835
Baby/Children || Socks || Socks and Tights || Blue || All over pattern,patterned,8,8,0,18.568019779254108
Baby/Children || Socks || Socks and Tights || Grey || All over pattern,patterned,8,8,0,10.058468762215146
Ladieswear || Shorts || Trousers || Blue || Solid,solid,8,8,0,7.65860093772563
"Ladieswear || Underwear body || Under-, Nightwear || Red || Solid",solid,8,8,0,22.104620183414056
Divided || Dress || Dresses Ladies || Green || Solid,solid,8,8,0,11.778372697106363
Baby/Children || Shorts || Jersey Basic || White || Stripe,patterned,8,8,0,27.288746432770985
"Baby/Children || Underwear bottom || Under-, Nightwear || White || Mixed solid/pattern",patterned,8,8,0,5.5730694135079935
Ladieswear || Cardigan || Knitwear || Orange || Solid,solid,8,8,0,8.957577873526173
Divided || Blouse || Blouses || White || All over pattern,patterned,8,8,1,2.731743279566556
Divided || Blouse || Blouses || Green || All over pattern,patterned,8,8,0,12.845199831575144
Divided || Dress || Dresses Ladies || White || Lace,patterned,8,8,0,3.750606456522781
Divided || Jacket || Outdoor || Beige || Solid,solid,8,8,0,12.638880949419038
Ladieswear || Sweater || Knitwear || White || Jacquard,patterned,8,8,0,3.585654912190428
Ladieswear || Sandals || Shoes || Metal || Solid,solid,8,8,0,10.749102562975203
Ladieswear || Sandals || Shoes || Black || Solid,solid,8,8,1,20.45535489020635
Ladieswear || Trousers || Jersey Fancy || White || All over pattern,patterned,8,8,0,21.83606427291076
Ladieswear || Trousers || Jersey Fancy || Beige || All over pattern,patterned,8,8,0,11.661839084055995
Ladieswear || Trousers || Jersey Fancy || Black || All over pattern,patterned,8,8,1,8.995782926353582
Divided || Shorts || Shorts || Black || Denim,patterned,8,8,0,1.6927557656376724
Divided || Trousers || Trousers || Mole || Solid,solid,6,6,0,5.757798939011248
Baby/Children || Trousers || Trousers || Beige || Solid,solid,8,8,0,8.188841608743626
Divided || T-shirt || Jersey Fancy || Grey || Embroidery,patterned,8,8,0,8.223032447092026
Divided || T-shirt || Jersey Fancy || Black || Placement print,patterned,8,8,0,1.7302772119218006
Divided || T-shirt || Jersey Fancy || Pink || Placement print,patterned,8,8,0,7.645484633014968
Divided || T-shirt || Jersey Fancy || White || Placement print,patterned,8,8,0,9.183929975248544
Divided || T-shirt || Jersey Fancy || White || Embroidery,patterned,8,8,0,2.789746654658617
Divided || T-shirt || Jersey Fancy || Blue || Placement print,patterned,8,8,0,13.106395514713363
Divided || T-shirt || Jersey Fancy || Pink || Embroidery,patterned,7,7,0,22.214843627175792
Divided || Sweater || Jersey Fancy || Pink || Placement print,patterned,8,8,0,8.35778978153265
Divided || Sweater || Jersey Fancy || Black || Placement print,patterned,8,8,0,4.171330123153863
Baby/Children || T-shirt || Jersey Fancy || White || Front print,patterned,8,8,0,1.9470388928481863
Ladieswear || Shorts || Shorts || Blue || Solid,solid,8,8,0,11.087787556050591
Ladieswear || Vest top || Jersey Fancy || Black || Solid,solid,8,8,0,2.728633390775053
Ladieswear || Skirt || Jersey Fancy || Black || Solid,solid,8,8,0,2.7443296785336204
Ladieswear || Swimwear bottom || Swimwear || Beige || All over pattern,patterned,8,8,0,6.9522768445418315
Ladieswear || Swimwear bottom || Swimwear || Orange || All over pattern,patterned,8,8,0,10.363643270089124
Ladieswear || Bikini top || Swimwear || Beige || All over pattern,patterned,8,8,0,17.61217123401384
Ladieswear || Bikini top || Swimwear || Orange || Solid,solid,8,8,0,18.205840785031338
Ladieswear || Bikini top || Swimwear || White || Stripe,patterned,8,8,0,7.867658888635818
Baby/Children || Outdoor Waistcoat || Outdoor || Khaki green || Solid,solid,8,8,2,8.767798405085259
Ladieswear || Pumps || Shoes || Red || Solid,solid,8,8,0,15.026180779085188
"Ladieswear || Bra || Under-, Nightwear || Mole || Solid",solid,6,6,0,7.758096917941691
Sport || Bra || Jersey Fancy || Black || Melange,solid,7,7,0,3.699079663751826
Divided || Skirt || Trousers || Black || Solid,solid,8,8,0,4.1395936729996
Sport || Bra || Jersey Fancy || Grey || Melange,solid,8,8,0,9.026837041003022
Sport || Vest top || Jersey Fancy || Grey || Solid,solid,8,8,0,7.901523339936498
Sport || T-shirt || Jersey Fancy || Black || Melange,solid,8,8,0,13.404899020000371
"Ladieswear || Pyjama set || Under-, Nightwear || Grey || All over pattern",patterned,8,8,0,9.181237309621359
Ladieswear || Dress || Jersey Fancy || Blue || Lace,patterned,8,8,0,9.181794162775306
Ladieswear || Boots || Shoes || Brown || Solid,solid,8,8,0,7.276698269924698
Menswear || Sneakers || Shoes || White || Solid,solid,8,8,0,2.8583352691886046
Divided || T-shirt || Jersey Fancy || Blue || Solid,solid,6,6,0,9.698874034901298
Baby/Children || Jacket || Outdoor || Blue || Solid,solid,8,8,0,6.140236182499314
Baby/Children || Jacket || Outdoor || Pink || Solid,solid,8,8,0,8.788014983353738
Baby/Children || Jacket || Outdoor || Black || Solid,solid,8,8,0,2.5057662858390115
Baby/Children || Garment Set || Jersey Fancy || White || Front print,patterned,8,8,2,6.119386414660687
Baby/Children || Jumpsuit/Playsuit || Jersey Fancy || White || All over pattern,patterned,8,8,0,17.44597612379983
Menswear || Socks || Socks and Tights || White || Solid,solid,8,8,0,6.370930257096463
Menswear || Sweater || Knitwear || White || Melange,solid,8,8,0,3.092530719228468
Menswear || Shirt || Shirts || Red || Check,patterned,8,8,0,20.51037706009629
Menswear || Shirt || Shirts || Brown || Check,patterned,8,8,0,14.723934285913437
Menswear || Shirt || Shirts || Grey || Melange,solid,7,7,0,9.409794804189762
Menswear || Jacket || Outdoor || Brown || Solid,solid,8,8,0,7.396702964231872
Ladieswear || Sweater || Knitwear || Orange || Solid,solid,8,8,0,10.074410473507683
Ladieswear || Sweater || Knitwear || Lilac Purple || Solid,solid,8,8,0,17.849480859986244
Ladieswear || Sweater || Knitwear || Green || Solid,solid,8,8,0,18.287194458082627
Ladieswear || Sweater || Knitwear || Pink || Stripe,patterned,6,6,0,18.875599847585423
Ladieswear || Hat/beanie || Accessories || White || Solid,solid,7,7,0,3.972084342337268
Ladieswear || Dress || Dresses Ladies || Grey || Solid,solid,8,8,0,13.689307092312141
Baby/Children || Hat/beanie || Accessories || Pink || Solid,solid,8,8,0,11.982772511140853
Baby/Children || Hat/beanie || Accessories || Grey || Solid,solid,8,8,0,22.57215589461056
Ladieswear || Dress || Dresses Ladies || White || Lace,patterned,8,8,0,2.3085335209508404
Ladieswear || Top || Blouses || Blue || Solid,solid,8,8,0,11.811525536642117
Ladieswear || Dress || Dresses Ladies || Orange || Solid,solid,8,8,0,7.390494747185383
Baby/Children || Sneakers || Shoes || Black || Solid,solid,8,8,0,4.236649173760821
Menswear || Sweater || Knitwear || Brown || Melange,solid,8,8,0,8.666314479155325
Ladieswear || T-shirt || Jersey Fancy || Black || Front print,patterned,8,8,0,3.279071912797327
Ladieswear || Jacket || Outdoor || Khaki green || Solid,solid,8,8,0,8.688283816838144
Ladieswear || Jacket || Outdoor || Black || Solid,solid,8,8,0,3.626519457821696
Ladieswear || Coat || Outdoor || Black || Solid,solid,8,8,0,4.579445178550574
Baby/Children || T-shirt || Jersey Fancy || White || Placement print,patterned,8,8,1,11.22202343750991
Sport || Jacket || Unknown || Black || Solid,solid,8,8,0,17.40435558052833
Sport || Trousers || Unknown || Black || Solid,solid,8,8,0,1.7734470461744782
Sport || Trousers || Unknown || Black || All over pattern,patterned,8,8,0,5.961798550325545
Ladieswear || Top || Jersey Fancy || Red || Stripe,patterned,8,8,0,31.50836236744471
Baby/Children || Sweater || Knitwear || Grey || Melange,solid,8,8,0,4.3598139490033
Baby/Children || Sweater || Knitwear || Red || Solid,solid,8,8,0,5.323111437073931
Baby/Children || Gloves || Accessories || Black || Solid,solid,8,8,0,20.471604214718003
Baby/Children || Shirt || Shirts || Red || Check,patterned,8,8,1,23.830341094442442
Ladieswear || Blazer || Dressed || Black || Solid,solid,8,8,0,1.4858886135838485
Divided || Shirt || Blouses || Red || Check,patterned,8,8,0,9.936389044651266
Divided || Shirt || Blouses || Green || Check,patterned,8,8,0,12.291774612944543
Baby/Children || Jacket || Outdoor || Black || Colour blocking,patterned,8,8,0,12.702786812521897
Ladieswear || Hair/alice band || Accessories || Blue || All over pattern,patterned,8,8,0,13.807280645194632
Ladieswear || Hair/alice band || Accessories || Green || All over pattern,patterned,8,8,0,21.438943116608947
Ladieswear || Hair/alice band || Accessories || Pink || All over pattern,patterned,8,8,0,5.6885681370799945
Ladieswear || Hair/alice band || Accessories || Beige || All over pattern,patterned,8,8,0,7.038754699474452
Ladieswear || Hair/alice band || Accessories || Orange || All over pattern,patterned,8,8,0,21.099219201987182
Ladieswear || Hair/alice band || Accessories || Yellow || All over pattern,patterned,8,8,0,24.98206935508342
Menswear || Hoodie || Jersey Fancy || Black || Placement print,patterned,8,8,0,2.713074282588659
Sport || Leggings/Tights || Jersey Fancy || Black || Melange,solid,8,8,0,7.32961744503838
Sport || Leggings/Tights || Jersey Fancy || Black || All over pattern,patterned,8,8,0,4.4386371700376
Baby/Children || Trousers || Trousers || Red || Solid,solid,8,8,0,3.421860660148455
Ladieswear || Blazer || Dressed || White || Solid,solid,8,8,0,2.7496056969345175
Ladieswear || Blazer || Dressed || Grey || Solid,solid,8,8,0,8.697401475827863
Ladieswear || Shorts || Trousers || White || Solid,solid,8,8,1,2.0974639480739787
Ladieswear || Trousers || Trousers || Green || Solid,solid,8,8,0,22.449044876238585
Ladieswear || Trousers || Trousers || Grey || Check,patterned,8,8,0,12.771408031724473
Ladieswear || Trousers || Trousers || Black || Stripe,patterned,8,8,0,14.706204716666939
Ladieswear || Trousers || Trousers || Black || Check,patterned,8,8,0,14.988293695232402
Ladieswear || Jumpsuit/Playsuit || Trousers || Black || Solid,solid,8,8,0,3.757611174750089
Ladieswear || Skirt || Skirts || Pink || Solid,solid,8,8,1,5.565482095954753
Menswear || Coat || Outdoor || Black || Solid,solid,8,8,0,2.7257660412712807
Menswear || Shirt || Shirts || White || Dot,patterned,8,8,0,2.2711798050462972
Menswear || Shirt || Shirts || Grey || Chambray,patterned,6,6,0,9.651555614840406
Menswear || Shirt || Shirts || Khaki green || Solid,solid,8,8,0,10.176836263488829
Menswear || Shirt || Shirts || White || All over pattern,patterned,8,8,1,11.124930425683175
Menswear || Shirt || Shirts || Black || All over pattern,patterned,8,8,1,6.0800098450563365
Divided || Sweater || Knitwear || Black || Solid,solid,8,8,0,3.23850700659101
Divided || Sweater || Knitwear || Beige || Melange,solid,8,8,0,4.747515645212141
Divided || Sweater || Knitwear || Green || Solid,solid,8,8,0,20.567208406493506
Divided || Sweater || Knitwear || Blue || Solid,solid,8,8,0,8.112251751518134
Divided || Sweater || Knitwear || White || Melange,solid,8,8,0,8.572599865301665
Divided || Sweater || Knitwear || Pink || Solid,solid,8,8,0,10.123943790316577
Baby/Children || Sweater || Knitwear || Blue || Stripe,patterned,8,8,0,11.973639711296078
Baby/Children || Sweater || Knitwear || Blue || Melange,solid,8,8,0,21.538138981896402
Baby/Children || Sweater || Knitwear || Red || Stripe,patterned,8,8,0,7.488618127573629
Baby/Children || Cardigan || Knitwear || Grey || Melange,solid,8,8,0,13.53587504892161
Sport || Outdoor trousers || Unknown || Black || Solid,solid,8,8,0,4.241851029282721
Ladieswear || Sweater || Knitwear || Black || Solid,solid,8,8,0,6.4561785442485276
Ladieswear || Sweater || Knitwear || Yellow || Solid,solid,8,8,0,9.106619788779518
Ladieswear || Sweater || Knitwear || Turquoise || Solid,solid,8,8,0,16.165877591128456
Ladieswear || Sweater || Knitwear || Brown || Solid,solid,8,8,0,7.368599734746946
Ladieswear || Coat || Outdoor || Blue || Solid,solid,8,8,0,27.225717421436087
Baby/Children || Dungarees || Woven/Jersey/Knitted mix Baby || Blue || Denim,patterned,8,8,0,8.699390518295063
Divided || Vest top || Blouses || White || Solid,solid,8,8,0,2.7705936193109686
Divided || Vest top || Blouses || Pink || Solid,solid,8,8,0,13.020322614720614
Ladieswear || Dress || Jersey Basic || Grey || Melange,solid,8,8,0,7.537901593034497
Ladieswear || Blouse || Blouses || Blue || Jacquard,patterned,6,6,0,24.696156096538946
Divided || Flat shoe || Shoes || Black || Solid,solid,7,7,0,4.150577553057837
Divided || Sweater || Knitwear || White || Other structure,patterned,8,8,0,2.2005586368487697
Divided || Sweater || Knitwear || Pink || Other structure,patterned,6,6,0,10.080703200567044
Sport || Socks || Accessories || White || Solid,solid,8,8,1,1.4164506188873989
Sport || Socks || Accessories || Black || Solid,solid,8,8,0,3.2430342908022167
