rank_unguarded,style_key,index_group_name,product_type_name,garment_group_name,perceived_colour_master_name,graphical_appearance_name,price_index_level,predicted_intensity,guard1_n_active_articles_trailing_mean,guard3_n_weeks_active_trailing,guard1_pass,guard2_pass,guard3_pass,y_true_log,realised_intensity
1,Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,Ladieswear,Swimwear bottom,Swimwear,Black,Other structure,1.0520850194045759,99.76661952553334,10.461538461538462,52,true,true,true,3.931752425220386,49.99626655395887
1278,Ladieswear || Sweater || Knitwear || Blue || Solid,Ladieswear,Sweater,Knitwear,Blue,Solid,0.7800069779414098,6.803944733038071,5.461538461538462,52,false,false,true,2.0505482688402115,6.772161172161172
1279,Ladieswear || Jacket || Outdoor || Blue || Solid,Ladieswear,Jacket,Outdoor,Blue,Solid,1.2267450578824264,6.802205247160524,3.0,52,false,true,true,1.684735652723411,4.3910256410256405
1280,Ladieswear || Dress || Blouses || Red || Solid,Ladieswear,Dress,Blouses,Red,Solid,1.263019130913266,6.792482405995802,7.0,52,false,true,true,2.0302287940621,6.615828615828615
1281,Divided || Dress || Dresses Ladies || Blue || Embroidery,Divided,Dress,Dresses Ladies,Blue,Embroidery,1.6514168072477624,6.774929799627828,3.8461538461538463,52,false,true,true,1.819781949619472,5.170512820512821
1282,Ladieswear || Sweater || Knitwear || Mole || Melange,Ladieswear,Sweater,Knitwear,Mole,Melange,0.8312902640487918,6.768133752012687,12.307692307692308,49,true,false,true,2.252293971642707,8.509525416104363
1283,Ladieswear || Sweater || Knitwear || Yellow || Melange,Ladieswear,Sweater,Knitwear,Yellow,Melange,0.7372162413496044,6.76459918719188,2.5384615384615383,41,false,false,true,1.4021929471876888,3.064102564102564
1284,Ladieswear || Dress || Dresses Ladies || Brown || Solid,Ladieswear,Dress,Dresses Ladies,Brown,Solid,0.9884655613792784,6.764182251835047,0.9230769230769231,49,false,true,true,1.906689435902032,5.730769230769232
1285,Ladieswear || Dress || Dresses Ladies || Black || Stripe,Ladieswear,Dress,Dresses Ladies,Black,Stripe,0.782914667279245,6.749538492256799,2.076923076923077,52,false,false,true,2.941736274818555,17.948717948717945
1286,Ladieswear || Hat/brim || Accessories || Beige || Solid,Ladieswear,Hat/brim,Accessories,Beige,Solid,1.014399890365904,6.742182822672584,10.153846153846153,49,true,true,true,2.2689965862169865,8.669693241055468
1287,Ladieswear || Sweater || Knitwear || Pink || Solid,Ladieswear,Sweater,Knitwear,Pink,Solid,0.8818221737612726,6.735746519821435,12.0,52,true,true,true,2.3706136401674067,9.703958648189417
1288,Divided || Sweater || Knitwear || Pink || Solid,Divided,Sweater,Knitwear,Pink,Solid,0.5674671852139652,6.714331638220224,11.615384615384615,52,true,false,true,2.572124929857482,12.093617920540998
1289,Ladieswear || Dress || Blouses || Yellow || Solid,Ladieswear,Dress,Blouses,Yellow,Solid,0.7925411130614256,6.713987138766956,7.3076923076923075,52,false,false,true,1.792122003867031,5.002175602175601
1290,Divided || Skirt || Unknown || Black || Solid,Divided,Skirt,Unknown,Black,Solid,1.317839291604293,6.704514353154839,2.4615384615384617,47,false,true,true,2.2141741356499924,8.153846153846152
1291,Divided || Sunglasses || Accessories || Pink || Solid,Divided,Sunglasses,Accessories,Pink,Solid,0.47758274290883956,6.701731224930039,1.8461538461538463,44,false,false,true,1.32004497557869,2.7435897435897436
1292,Divided || Vest top || Jersey Fancy || White || All over pattern,Divided,Vest top,Jersey Fancy,White,All over pattern,1.105362148712565,6.697150980152283,3.8461538461538463,52,false,true,true,,
1293,Ladieswear || Dress || Jersey Fancy || Pink || Lace,Ladieswear,Dress,Jersey Fancy,Pink,Lace,1.2344280353226904,6.688659518586902,8.538461538461538,52,false,true,true,2.7930105683263093,15.33010878010878
1294,Ladieswear || Other accessories || Accessories || Black || Solid,Ladieswear,Other accessories,Accessories,Black,Solid,0.7260954207547752,6.675002108296053,5.230769230769231,52,false,false,true,2.3980105549047854,10.001268176268175
1295,Sport || Bra || Jersey Fancy || Blue || All over pattern,Sport,Bra,Jersey Fancy,Blue,All over pattern,1.4849629862422062,6.665129377838151,0.8461538461538461,36,false,true,true,3.3686212112275427,28.03846153846154
1296,Menswear || Trousers || Trousers Denim || Unknown || Denim,Menswear,Trousers,Trousers Denim,Unknown,Denim,0.7689833319357873,6.655387494413053,4.846153846153846,51,false,false,true,2.092225774392017,7.102930402930403
1297,Ladieswear || Dress || Knitwear || Red || Solid,Ladieswear,Dress,Knitwear,Red,Solid,1.1610353119412318,6.653259953109126,3.230769230769231,48,false,true,true,0.9856254252752193,1.6794871794871797
1298,"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Front print",Ladieswear,Pyjama set,"Under-, Nightwear",Pink,Front print,0.924445325255042,6.6480343618165625,1.5384615384615385,49,false,true,true,0.5108256237659907,0.6666666666666667
1299,Divided || Shirt || Blouses || Orange || Check,Divided,Shirt,Blouses,Orange,Check,1.0045171800947867,6.6157285420940415,0.6153846153846154,34,false,true,true,2.294863046900135,8.923076923076922
1300,Divided || Dress || Dresses Ladies || Red || Embroidery,Divided,Dress,Dresses Ladies,Red,Embroidery,1.6015961784923687,6.610854481301294,2.3076923076923075,51,false,true,true,1.8129019058018643,5.128205128205129
1301,Ladieswear || Skirt || Shorts || Beige || Solid,Ladieswear,Skirt,Shorts,Beige,Solid,1.0350287555983422,6.607441926776391,1.9230769230769231,50,false,true,true,2.466577295666095,10.782051282051281
1302,Divided || Sweater || Jersey Fancy || Black || Solid,Divided,Sweater,Jersey Fancy,Black,Solid,1.1975420179741452,6.5994603617635414,12.76923076923077,52,true,true,true,2.222555011503425,8.230885780885783
1303,Divided || Sweater || Jersey Fancy || Yellow || Placement print,Divided,Sweater,Jersey Fancy,Yellow,Placement print,0.7077190306727674,6.594191197587013,0.8461538461538461,43,false,false,true,,
1304,Menswear || Trousers || Trousers || Black || Check,Menswear,Trousers,Trousers,Black,Check,0.8294080722259554,6.5916431348180655,12.0,52,true,false,true,2.1015914668062474,7.179176447907096
1305,Divided || Shorts || Jersey Basic || Orange || Solid,Divided,Shorts,Jersey Basic,Orange,Solid,0.8273216861017304,6.5890965705705264,0.6153846153846154,40,false,false,true,2.5399855049331204,11.679487179487179
1306,Ladieswear || Top || Jersey Fancy || Red || Lace,Ladieswear,Top,Jersey Fancy,Red,Lace,1.081576154976329,6.588584786633255,2.230769230769231,49,false,true,true,1.953209451536925,6.051282051282052
1307,Ladieswear || Jacket || Outdoor || Mole || Solid,Ladieswear,Jacket,Outdoor,Mole,Solid,1.1618855614823524,6.586517615896946,6.076923076923077,52,false,true,true,2.1541799839797213,7.620818070818073
1308,Divided || Sweater || Knitwear || White || Solid,Divided,Sweater,Knitwear,White,Solid,0.6733760172211343,6.58457814499306,16.76923076923077,52,true,false,true,2.7744232890870797,15.029380011113755
1309,"Divided || Underwear bottom || Under-, Nightwear || Grey || Melange",Divided,Underwear bottom,"Under-, Nightwear",Grey,Melange,1.6824406974791934,6.577458559981945,0.7692307692307693,40,false,true,true,,
1310,Ladieswear || Necklace || Accessories || Orange || Solid,Ladieswear,Necklace,Accessories,Orange,Solid,0.7882488449466764,6.565382457198105,2.6923076923076925,51,false,false,true,2.181575704407757,7.860256410256412
1311,Menswear || Swimwear bottom || Swimwear || Green || All over pattern,Menswear,Swimwear bottom,Swimwear,Green,All over pattern,1.1843897650157553,6.56312175293957,2.6153846153846154,42,false,true,true,2.294475374865817,8.919230769230767
1312,Menswear || T-shirt || Jersey Fancy || Grey || Melange,Menswear,T-shirt,Jersey Fancy,Grey,Melange,1.8650898520084567,6.544758511557408,1.2307692307692308,44,false,true,true,1.666738766271441,4.294871794871795
1313,Divided || Cardigan || Knitwear || Beige || Solid,Divided,Cardigan,Knitwear,Beige,Solid,0.8603286677479259,6.538628652427622,6.846153846153846,52,false,true,true,2.6569368275499774,13.2525641025641
1314,Ladieswear || Sweater || Knitwear || Grey || Melange,Ladieswear,Sweater,Knitwear,Grey,Melange,0.8198623060303489,6.535120037935431,21.692307692307693,52,true,false,true,2.0038955102267995,6.41789637986416
1315,Ladieswear || Ring || Accessories || Metal || Solid,Ladieswear,Ring,Accessories,Metal,Solid,0.8248130932585332,6.529066503192397,23.153846153846153,52,true,false,true,2.118765485848502,7.320858926381161
1316,Ladieswear || Dress || Dresses Ladies || Black || Jacquard,Ladieswear,Dress,Dresses Ladies,Black,Jacquard,1.0287276256260098,6.528628516934238,3.3076923076923075,47,false,true,true,2.7381067634336733,14.457692307692307
1317,Sport || Leggings/Tights || Jersey Fancy || Unknown || Melange,Sport,Leggings/Tights,Jersey Fancy,Unknown,Melange,0.7184493970296603,6.525463856696295,0.6923076923076923,46,false,false,true,2.0551094410203055,6.807692307692309
1318,Sport || Outdoor trousers || Unknown || Black || Solid,Sport,Outdoor trousers,Unknown,Black,Solid,0.8318625794019932,6.522902810757726,3.5384615384615383,52,false,false,true,1.889397938791971,5.615384615384616
1319,Ladieswear || Belt || Accessories || Beige || Solid,Ladieswear,Belt,Accessories,Beige,Solid,1.3072782588345424,6.509357165465663,4.461538461538462,48,false,true,true,2.0108900955133415,6.469963369963368
1320,Divided || Ballerinas || Shoes || Black || Solid,Divided,Ballerinas,Shoes,Black,Solid,1.0158797639291788,6.506288940598217,1.9230769230769231,40,false,true,true,2.201488976122677,8.038461538461537
1321,Divided || Trousers || Trousers || Green || Solid,Divided,Trousers,Trousers,Green,Solid,0.8487704981615654,6.5034559911479,0.9230769230769231,49,false,false,true,1.2078115806331018,2.3461538461538467
1322,Menswear || Swimwear bottom || Swimwear || Pink || Solid,Menswear,Swimwear bottom,Swimwear,Pink,Solid,0.7531169440411035,6.496139638173093,1.0769230769230769,22,false,false,false,,
1323,"Ladieswear || Bra || Under-, Nightwear || Grey || All over pattern",Ladieswear,Bra,"Under-, Nightwear",Grey,All over pattern,2.669404517453799,6.488389547998634,1.0,49,false,true,true,1.3370233121131079,2.8076923076923075
1324,Ladieswear || Blouse || Jersey Fancy || Black || Solid,Ladieswear,Blouse,Jersey Fancy,Black,Solid,1.2021682926129729,6.485675619992644,2.1538461538461537,50,false,true,true,2.325399770760217,9.23076923076923
1325,Ladieswear || Leggings/Tights || Jersey Fancy || Black || Placement print,Ladieswear,Leggings/Tights,Jersey Fancy,Black,Placement print,0.9801031605200935,6.48544460763277,2.1538461538461537,48,false,true,true,,
1326,Ladieswear || Blazer || Dressed || White || Check,Ladieswear,Blazer,Dressed,White,Check,1.0115033978735382,6.450706018498519,1.0,25,false,true,false,4.11778561019353,60.4230769230769
1327,Ladieswear || Hoodie || Jersey Basic || Mole || Solid,Ladieswear,Hoodie,Jersey Basic,Mole,Solid,1.0848081039524855,6.443893259277957,1.0769230769230769,50,false,true,true,3.0353227408249994,19.807692307692307
1328,Ladieswear || Sweater || Knitwear || Mole || Solid,Ladieswear,Sweater,Knitwear,Mole,Solid,0.6671942436367845,6.43709194744738,6.538461538461538,52,false,false,true,2.506387741902562,11.26056166056166
1329,Divided || Sweater || Knitwear || Black || Placement print,Divided,Sweater,Knitwear,Black,Placement print,0.9030600399337533,6.436091482838686,0.46153846153846156,43,false,true,true,2.1799827709017134,7.846153846153847
1330,Divided || Sweater || Jersey Fancy || Beige || Solid,Divided,Sweater,Jersey Fancy,Beige,Solid,0.4991504211353297,6.432748388055331,1.0769230769230769,43,false,false,true,2.226700395469173,8.26923076923077
1331,Ladieswear || Shirt || Blouses || White || Check,Ladieswear,Shirt,Blouses,White,Check,1.0231386176208217,6.427772946382515,3.5384615384615383,52,false,true,true,2.9545477285827784,18.193040293040298
1332,Ladieswear || Hair clip || Accessories || White || Solid,Ladieswear,Hair clip,Accessories,White,Solid,0.48841563586505404,6.420385902130997,7.153846153846154,50,false,false,true,1.6131459117025553,4.018574412013325
1333,Menswear || Polo shirt || Knitwear || Black || Solid,Menswear,Polo shirt,Knitwear,Black,Solid,1.1011244655242107,6.4166450461420945,2.4615384615384617,50,false,true,true,2.368324815477251,9.679487179487179
1334,Ladieswear || Cardigan || Knitwear || Red || Solid,Ladieswear,Cardigan,Knitwear,Red,Solid,4.315441952282087,6.409286400446786,2.230769230769231,51,false,true,true,1.6471782404169475,4.1923076923076925
1335,Divided || Cardigan || Jersey Fancy || White || Solid,Divided,Cardigan,Jersey Fancy,White,Solid,0.999689243590649,6.399667831532749,2.0,45,false,true,true,0.7308875085427923,1.0769230769230766
1336,Menswear || Trousers || Trousers || White || Melange,Menswear,Trousers,Trousers,White,Melange,0.9767847094936468,6.384136807105581,3.3846153846153846,36,false,true,true,1.8520823864110352,5.373076923076923
1337,"Ladieswear || Pyjama set || Under-, Nightwear || Blue || All over pattern",Ladieswear,Pyjama set,"Under-, Nightwear",Blue,All over pattern,0.734498953655012,6.383745925314556,4.3076923076923075,51,false,false,true,0.8987010388471683,1.4564102564102561
1338,Divided || Hoodie || Unknown || Black || Solid,Divided,Hoodie,Unknown,Black,Solid,0.9341717209225564,6.377029348855634,1.6153846153846154,38,false,true,true,1.6691571471357227,4.307692307692308
1339,Ladieswear || Top || Jersey Fancy || White || Stripe,Ladieswear,Top,Jersey Fancy,White,Stripe,0.7387340172051863,6.373955026683379,5.384615384615385,52,false,false,true,2.341964288939069,9.401648351648353
1340,Ladieswear || Top || Jersey Fancy || Grey || All over pattern,Ladieswear,Top,Jersey Fancy,Grey,All over pattern,1.186555202866212,6.371813677293264,0.46153846153846156,35,false,true,true,2.0551094410203055,6.807692307692309
1341,Divided || Blouse || Blouses || White || All over pattern,Divided,Blouse,Blouses,White,All over pattern,1.6280705792515355,6.352793916992541,14.153846153846153,52,true,true,true,1.4731450285213066,3.3629351417812963
1342,Ladieswear || Dress || Dresses Ladies || Orange || Solid,Ladieswear,Dress,Dresses Ladies,Orange,Solid,1.1276193355662743,6.348897618099916,7.461538461538462,52,false,true,true,1.9498860712671184,6.0278868567330095
1343,Ladieswear || Sweater || Knitwear || Khaki green || Melange,Ladieswear,Sweater,Knitwear,Khaki green,Melange,0.3386163082750192,6.343153140594227,3.1538461538461537,46,false,false,true,1.3062516534463542,2.6923076923076925
1344,Divided || Shirt || Blouses || Red || Solid,Divided,Shirt,Blouses,Red,Solid,0.42228974250970003,6.339989815744927,1.2307692307692308,36,false,false,true,2.926052352916001,17.653846153846153
1345,Divided || Sweater || Knitwear || Orange || Solid,Divided,Sweater,Knitwear,Orange,Solid,1.0012194229391946,6.33917168739796,5.0,52,false,true,true,2.6973089592707975,13.839743589743591
1346,Ladieswear || Skirt || Special Offers || Black || Solid,Ladieswear,Skirt,Special Offers,Black,Solid,1.3748611893687661,6.334256335463013,1.7692307692307692,46,false,true,true,1.4271163556401458,3.166666666666667
1347,Menswear || Shirt || Shirts || Blue || Stripe,Menswear,Shirt,Shirts,Blue,Stripe,1.0043551191976305,6.332300040343327,7.846153846153846,52,false,true,true,1.9362470373094771,5.932683982683983
1348,Menswear || Shirt || Shirts || White || Solid,Menswear,Shirt,Shirts,White,Solid,1.1323114606140796,6.331848635687242,31.53846153846154,52,true,true,true,2.2862070602078393,8.837553579738636
1349,Ladieswear || Dress || Blouses || Orange || Solid,Ladieswear,Dress,Blouses,Orange,Solid,0.9801630496583192,6.331088881017925,4.615384615384615,52,false,true,true,2.155562534790262,7.632745032745033
1350,Ladieswear || Sweater || Knitwear || Khaki green || Solid,Ladieswear,Sweater,Knitwear,Khaki green,Solid,0.747561242500105,6.323934577433128,6.615384615384615,52,false,false,true,2.17852207727883,7.833241758241758
1351,Menswear || Socks || Socks and Tights || Lilac Purple || All over pattern,Menswear,Socks,Socks and Tights,Lilac Purple,All over pattern,0.9996620359664882,6.320735546659355,1.9230769230769231,51,false,true,true,2.609315360416521,12.58974358974359
1352,Ladieswear || Jacket || Trousers Denim || Blue || Denim,Ladieswear,Jacket,Trousers Denim,Blue,Denim,1.5776709536976155,6.31069945584038,2.6153846153846154,52,false,true,true,1.3917282885070408,3.0217948717948717
1353,Ladieswear || Trousers || Trousers || Red || Check,Ladieswear,Trousers,Trousers,Red,Check,0.5903833873239369,6.304569071099681,3.1538461538461537,50,false,false,true,3.1788547915441505,23.019230769230774
1354,Sport || Shorts || Jersey Fancy || Blue || Solid,Sport,Shorts,Jersey Fancy,Blue,Solid,0.9729681625025031,6.302940451786474,1.8461538461538463,50,false,true,true,1.7657839828247943,4.846153846153846
1355,Ladieswear || Trousers || Jersey Fancy || White || All over pattern,Ladieswear,Trousers,Jersey Fancy,White,All over pattern,1.1445390236968414,6.299573085677231,1.3846153846153846,44,false,true,true,2.3978952727983707,10.000000000000002
1356,Divided || Shorts || Trousers || Blue || Solid,Divided,Shorts,Trousers,Blue,Solid,0.924557701031538,6.289973150897527,3.230769230769231,46,false,true,true,1.5789787049493917,3.8499999999999996
1357,Divided || Cardigan || Jersey Fancy || Pink || Solid,Divided,Cardigan,Jersey Fancy,Pink,Solid,1.3760213702074164,6.289334582955084,3.0,52,false,true,true,2.53947981592108,11.673076923076925
1358,Divided || Skirt || Trousers || Blue || Denim,Divided,Skirt,Trousers,Blue,Denim,1.05700365408039,6.28736822234937,3.3846153846153846,49,false,true,true,2.232905172356056,8.326923076923077
1359,Sport || T-shirt || Jersey Fancy || Black || Front print,Sport,T-shirt,Jersey Fancy,Black,Front print,1.0,6.28699185115509,0.6153846153846154,17,false,true,false,0.9951493067864748,1.7051282051282053
1360,Ladieswear || Flat shoe || Shoes || White || Solid,Ladieswear,Flat shoe,Shoes,White,Solid,1.0200076219512195,6.285272540517027,3.230769230769231,51,false,true,true,2.553643078139811,11.853846153846153
1361,Ladieswear || Dress || Blouses || Blue || All over pattern,Ladieswear,Dress,Blouses,Blue,All over pattern,1.4547776158382864,6.2819162764335505,5.384615384615385,52,false,true,true,1.6883216198756335,4.410392385392385
1362,Menswear || Trousers || Trousers || Beige || Solid,Menswear,Trousers,Trousers,Beige,Solid,0.9851850137985454,6.278522590825368,22.0,52,true,true,true,1.6819116020561955,4.3758225886662325
1363,Ladieswear || Dress || Blouses || Pink || All over pattern,Ladieswear,Dress,Blouses,Pink,All over pattern,0.9842366726724532,6.274381749133302,4.3076923076923075,45,false,true,true,1.8329769899131274,5.252472527472529
1364,Menswear || T-shirt || Jersey Fancy || Khaki green || Solid,Menswear,T-shirt,Jersey Fancy,Khaki green,Solid,0.7694216797442605,6.2739377778637815,2.769230769230769,51,false,false,true,2.97304086235192,18.55128205128205
1365,Divided || Sweater || Knitwear || Grey || Melange,Divided,Sweater,Knitwear,Grey,Melange,0.9215312705834005,6.271882075181548,8.307692307692308,52,false,true,true,2.3515583905766806,9.501923076923076
1366,Ladieswear || Skirt || Knitwear || Beige || Solid,Ladieswear,Skirt,Knitwear,Beige,Solid,1.006808046296924,6.269743054639831,2.8461538461538463,30,false,true,true,1.1567199194753903,2.1794871794871793
1367,Divided || Trousers || Unknown || Black || All over pattern,Divided,Trousers,Unknown,Black,All over pattern,1.0458847379090643,6.255427247501238,0.9230769230769231,37,false,true,true,1.8718021769015913,5.499999999999999
1368,Divided || Sweater || Jersey Basic || Yellow || Solid,Divided,Sweater,Jersey Basic,Yellow,Solid,0.8237956676365987,6.247001603610833,0.5384615384615384,27,false,false,true,,
1369,Ladieswear || Vest top || Knitwear || Orange || Solid,Ladieswear,Vest top,Knitwear,Orange,Solid,1.056767978741073,6.245442537016995,2.4615384615384617,52,false,true,true,1.529395204760564,3.615384615384615
1370,Ladieswear || Dress || Dresses Ladies || Lilac Purple || Solid,Ladieswear,Dress,Dresses Ladies,Lilac Purple,Solid,0.7450061025223759,6.244319924115367,3.3846153846153846,51,false,false,true,2.8943287808423075,17.071367521367524
1371,Ladieswear || Blouse || Blouses || Grey || All over pattern,Ladieswear,Blouse,Blouses,Grey,All over pattern,1.184563553158845,6.237383401241692,2.8461538461538463,52,false,true,true,2.3378532318315037,9.35897435897436
1372,Divided || Shorts || Jersey Basic || Blue || Solid,Divided,Shorts,Jersey Basic,Blue,Solid,0.5230460921843687,6.23706944818294,1.1538461538461537,47,false,false,true,,
1373,Ladieswear || T-shirt || Jersey Fancy || White || All over pattern,Ladieswear,T-shirt,Jersey Fancy,White,All over pattern,0.6563713172082746,6.23294494284515,5.6923076923076925,52,false,false,true,1.313541486186158,2.719322344322344
1374,Menswear || T-shirt || Jersey Fancy || Grey || Front print,Menswear,T-shirt,Jersey Fancy,Grey,Front print,1.8590150250417363,6.223109447607841,0.9230769230769231,43,false,true,true,2.7106110219638837,14.038461538461538
1375,Menswear || Socks || Socks and Tights || Pink || All over pattern,Menswear,Socks,Socks and Tights,Pink,All over pattern,0.9729572971797287,6.219308525450058,1.1538461538461537,49,false,true,true,2.4445742077820287,10.525641025641027
1376,Ladieswear || Skirt || Trousers || Orange || Solid,Ladieswear,Skirt,Trousers,Orange,Solid,1.2632410234810993,6.210412865597027,1.3076923076923077,51,false,true,true,1.5540878173509354,3.730769230769231
1377,Divided || Blouse || Blouses || Blue || Stripe,Divided,Blouse,Blouses,Blue,Stripe,1.3477495322988884,6.2028206971129825,3.1538461538461537,50,false,true,true,2.341559227425821,9.397435897435896
1378,"Ladieswear || Pyjama set || Under-, Nightwear || Grey || All over pattern",Ladieswear,Pyjama set,"Under-, Nightwear",Grey,All over pattern,0.7005568922054268,6.186321710065564,5.538461538461538,52,false,false,true,2.491310234429727,11.077089577089579
1379,Divided || Sweater || Knitwear || Blue || Other structure,Divided,Sweater,Knitwear,Blue,Other structure,,6.182977571932792,0.07692307692307693,34,false,false,true,0.0,0.0
1380,Divided || Skirt || Skirts || Pink || All over pattern,Divided,Skirt,Skirts,Pink,All over pattern,1.913642052565707,6.175731918796624,0.23076923076923078,20,false,true,false,2.5470384308950065,11.769230769230768
1381,Divided || Dress || Dresses Ladies || Orange || Solid,Divided,Dress,Dresses Ladies,Orange,Solid,0.990413657255417,6.1750449697418155,2.1538461538461537,38,false,true,true,2.796264557925066,15.383333333333336
1382,Menswear || Trousers || Trousers || Black || Denim,Menswear,Trousers,Trousers,Black,Denim,1.0769916704610971,6.165544011198474,7.3076923076923075,52,false,true,true,1.7018467846157455,4.484065934065934
1383,Divided || Skirt || Skirts || Black || Other structure,Divided,Skirt,Skirts,Black,Other structure,0.44762332734172156,6.164736257474035,0.6923076923076923,44,false,false,true,1.8777018990287797,5.538461538461538
1384,Ladieswear || Sweater || Jersey Fancy || Pink || Melange,Ladieswear,Sweater,Jersey Fancy,Pink,Melange,1.3664321428957116,6.162699909371187,1.8461538461538463,50,false,true,true,2.0600234558227344,6.846153846153847
1385,Divided || Trousers || Trousers || White || All over pattern,Divided,Trousers,Trousers,White,All over pattern,2.1342824163139666,6.1575808142829,1.2307692307692308,50,false,true,true,,
1386,Ladieswear || Bra || Jersey Fancy || Black || Solid,Ladieswear,Bra,Jersey Fancy,Black,Solid,0.8594011622180636,6.144177586650369,2.5384615384615383,52,false,true,true,,
1387,Menswear || Shirt || Shirts || Blue || Solid,Menswear,Shirt,Shirts,Blue,Solid,1.011881838226134,6.142491037147352,27.846153846153847,52,true,true,true,2.075654066549719,6.96975750645744
1388,Menswear || Swimwear bottom || Swimwear || Red || All over pattern,Menswear,Swimwear bottom,Swimwear,Red,All over pattern,1.0508131035670125,6.135535613202034,1.2307692307692308,51,false,true,true,,
1389,Divided || Skirt || Trousers || White || Solid,Divided,Skirt,Trousers,White,Solid,0.9823649614225183,6.134661866699018,4.153846153846154,46,false,true,true,1.537694007575259,3.6538461538461533
1390,Divided || Sweater || Jersey Fancy || Yellow || Solid,Divided,Sweater,Jersey Fancy,Yellow,Solid,0.8861715268268625,6.123013413165191,2.1538461538461537,51,false,true,true,0.7582864827309068,1.1346153846153846
1391,Ladieswear || Flat shoe || Shoes || Beige || Solid,Ladieswear,Flat shoe,Shoes,Beige,Solid,1.2288252514520828,6.122268385526628,4.461538461538462,52,false,true,true,1.4574217051354748,3.2948717948717947
1392,"Ladieswear || Underwear bottom || Under-, Nightwear || Mole || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Mole,Solid,,6.1159286215238495,0.8461538461538461,33,false,false,true,2.24858909425861,8.474358974358976
1393,Ladieswear || Top || Jersey Fancy || Grey || Melange,Ladieswear,Top,Jersey Fancy,Grey,Melange,0.8396358449504079,6.109725205787839,4.6923076923076925,52,false,false,true,1.9628511324738074,6.119597069597069
1394,Divided || Jacket || Outdoor || Mole || Solid,Divided,Jacket,Outdoor,Mole,Solid,1.0649946062567421,6.105283728040448,4.153846153846154,52,false,true,true,1.393320899131929,3.028205128205128
1395,Ladieswear || Bag || Accessories || Pink || Solid,Ladieswear,Bag,Accessories,Pink,Solid,1.0852541251996064,6.090015910010714,2.6923076923076925,46,false,true,true,2.59955086135216,12.457692307692305
1396,Divided || Dress || Unknown || Pink || All over pattern,Divided,Dress,Unknown,Pink,All over pattern,2.06294147051792,6.089142071353376,0.07692307692307693,34,false,true,true,0.8690378470236095,1.3846153846153846
1397,Divided || Dress || Dresses Ladies || Turquoise || Solid,Divided,Dress,Dresses Ladies,Turquoise,Solid,1.7637877458073392,6.0840594803892625,3.1538461538461537,52,false,true,true,1.241713132308783,2.4615384615384617
1398,Divided || Blazer || Outdoor || Pink || Solid,Divided,Blazer,Outdoor,Pink,Solid,1.0901507418870007,6.072414889171208,2.6153846153846154,44,false,true,true,2.157262848958219,7.6474358974359
1399,Divided || Vest top || Jersey Fancy || Red || Solid,Divided,Vest top,Jersey Fancy,Red,Solid,0.8032903034927358,6.071189092877519,1.2307692307692308,46,false,false,true,2.465161713135376,10.765384615384617
1400,Ladieswear || Scarf || Accessories || Orange || All over pattern,Ladieswear,Scarf,Accessories,Orange,All over pattern,0.8252165117177733,6.066584119987432,5.076923076923077,51,false,false,true,1.9328477069248247,5.909157509157509
1401,Divided || Blazer || Outdoor || Black || Solid,Divided,Blazer,Outdoor,Black,Solid,0.9521554695551869,6.06267561585582,2.0,50,false,true,true,2.835924597411592,16.046153846153846
1402,Menswear || T-shirt || Jersey Fancy || Black || Stripe,Menswear,T-shirt,Jersey Fancy,Black,Stripe,0.9452371982937401,6.05774115481818,1.7692307692307692,52,false,true,true,,
1403,Ladieswear || Skirt || Skirts || Black || Stripe,Ladieswear,Skirt,Skirts,Black,Stripe,0.78216192901379,6.055756016601478,2.923076923076923,52,false,false,true,1.474293497977329,3.3679487179487175
1404,Ladieswear || Skirt || Shorts || Blue || All over pattern,Ladieswear,Skirt,Shorts,Blue,All over pattern,0.870578367535874,6.05162939624119,3.5384615384615383,52,false,true,true,1.6247053845648887,4.076923076923076
1405,Divided || Blouse || Blouses || Black || Embroidery,Divided,Blouse,Blouses,Black,Embroidery,1.0148868666527349,6.051403154899818,3.230769230769231,51,false,true,true,2.4992267035627487,11.173076923076922
1406,Divided || Trousers || Trousers || White || Check,Divided,Trousers,Trousers,White,Check,0.7135012853714955,6.049475307451474,1.0,50,false,false,true,,
1407,Ladieswear || Dress || Dresses Ladies || Grey || All over pattern,Ladieswear,Dress,Dresses Ladies,Grey,All over pattern,0.8566113741035807,6.045777454916117,2.1538461538461537,51,false,true,true,1.7255100836868542,4.615384615384614
1408,Divided || Dress || Dresses Ladies || White || Lace,Divided,Dress,Dresses Ladies,White,Lace,1.442099371815496,6.044576598815164,3.0,52,false,true,true,2.8070830469087804,15.561538461538458
1409,"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Grey,Solid,0.7419677187461646,6.035933890791953,7.846153846153846,52,false,false,true,2.794083712140116,15.347642741873507
1410,Divided || Sweater || Knitwear || Red || Solid,Divided,Sweater,Knitwear,Red,Solid,0.9802427980403343,6.030773666878682,6.923076923076923,52,false,true,true,1.8286322840519018,5.2253663003663
