rank_unguarded,style_key,index_group_name,product_type_name,garment_group_name,perceived_colour_master_name,graphical_appearance_name,price_index_level,predicted_intensity,guard1_n_active_articles_trailing_mean,guard3_n_weeks_active_trailing,guard1_pass,guard2_pass,guard3_pass,all_guards_pass
1,Ladieswear || Hoodie || Jersey Basic || Black || Solid,Ladieswear,Hoodie,Jersey Basic,Black,Solid,1.0597463949766324,48.00784516621666,2.1538461538461537,52,false,true,true,false
912,Ladieswear || Hair clip || Accessories || Metal || Solid,Ladieswear,Hair clip,Accessories,Metal,Solid,1.5062117149253365,5.031606776034612,6.6923076923076925,46,false,true,true,false
913,Menswear || Trousers || Trousers || Beige || Check,Menswear,Trousers,Trousers,Beige,Check,0.9076892270724871,5.0297505035061585,4.153846153846154,52,false,true,true,false
914,Ladieswear || Dress || Blouses || Khaki green || Solid,Ladieswear,Dress,Blouses,Khaki green,Solid,1.1959109219697102,5.027877302343077,5.0,52,false,true,true,false
915,Ladieswear || Top || Jersey Fancy || Khaki green || Embroidery,Ladieswear,Top,Jersey Fancy,Khaki green,Embroidery,1.0163861660810058,5.027203026534657,1.9230769230769231,40,false,true,true,false
916,Ladieswear || Blouse || Blouses || Blue || Solid,Ladieswear,Blouse,Blouses,Blue,Solid,0.9393836883976934,5.015658625652633,26.384615384615383,52,true,true,true,true
917,Ladieswear || Vest top || Jersey Fancy || Beige || Solid,Ladieswear,Vest top,Jersey Fancy,Beige,Solid,0.80426825986712,5.010900842646295,11.0,52,true,false,true,false
918,Ladieswear || Shirt || Blouses || White || All over pattern,Ladieswear,Shirt,Blouses,White,All over pattern,1.0658779047415323,5.010594301047877,0.23076923076923078,27,false,true,true,false
919,Ladieswear || Bikini top || Swimwear || Pink || Solid,Ladieswear,Bikini top,Swimwear,Pink,Solid,1.5352744995128713,5.000842890374744,8.384615384615385,52,false,true,true,false
920,Ladieswear || Swimwear bottom || Swimwear || Blue || Other structure,Ladieswear,Swimwear bottom,Swimwear,Blue,Other structure,1.09785132879887,4.995199540823999,5.615384615384615,44,false,true,true,false
921,Ladieswear || T-shirt || Jersey Fancy || Pink || Front print,Ladieswear,T-shirt,Jersey Fancy,Pink,Front print,1.0892554178835003,4.992878429644957,3.230769230769231,33,false,true,true,false
922,Menswear || Socks || Socks and Tights || Yellow || All over pattern,Menswear,Socks,Socks and Tights,Yellow,All over pattern,1.430622009569378,4.986699163897953,0.8461538461538461,16,false,true,false,false
923,Divided || Skirt || Skirts || Blue || Solid,Divided,Skirt,Skirts,Blue,Solid,1.313558422402378,4.981337501302729,2.230769230769231,52,false,true,true,false
924,"Ladieswear || Pyjama set || Under-, Nightwear || Pink || Solid",Ladieswear,Pyjama set,"Under-, Nightwear",Pink,Solid,1.2948174195436084,4.972046318792169,4.3076923076923075,52,false,true,true,false
925,Divided || Dress || Dresses Ladies || Grey || Solid,Divided,Dress,Dresses Ladies,Grey,Solid,0.4725200187648436,4.965519078578926,8.538461538461538,52,false,false,true,false
926,Ladieswear || Trousers || Trousers || Black || Stripe,Ladieswear,Trousers,Trousers,Black,Stripe,0.8949441333530314,4.958124048408633,7.538461538461538,52,false,true,true,false
927,Ladieswear || Vest top || Jersey Fancy || Khaki green || Solid,Ladieswear,Vest top,Jersey Fancy,Khaki green,Solid,1.0527411451003252,4.955931579685766,3.4615384615384617,52,false,true,true,false
928,Ladieswear || Dress || Blouses || Black || Lace,Ladieswear,Dress,Blouses,Black,Lace,1.3485931078090423,4.953189647431104,1.0769230769230769,34,false,true,true,false
929,Divided || Dress || Dresses Ladies || Pink || All over pattern,Divided,Dress,Dresses Ladies,Pink,All over pattern,1.2623400091909605,4.94486553997455,17.76923076923077,52,true,true,true,true
930,Divided || Dress || Dresses Ladies || Mole || Solid,Divided,Dress,Dresses Ladies,Mole,Solid,1.9359264744315705,4.942330744106286,1.9230769230769231,45,false,true,true,false
931,Menswear || Socks || Socks and Tights || White || All over pattern,Menswear,Socks,Socks and Tights,White,All over pattern,0.9419642627673938,4.939354198082622,4.846153846153846,48,false,true,true,false
932,Ladieswear || Necklace || Accessories || Pink || Solid,Ladieswear,Necklace,Accessories,Pink,Solid,2.2201557093425603,4.937619765805641,2.3076923076923075,50,false,true,true,false
933,Ladieswear || Swimwear bottom || Swimwear || Red || All over pattern,Ladieswear,Swimwear bottom,Swimwear,Red,All over pattern,0.9384038604676722,4.935965786802402,4.384615384615385,52,false,true,true,false
934,Divided || Hat/beanie || Accessories || Pink || Solid,Divided,Hat/beanie,Accessories,Pink,Solid,1.2426417803302223,4.935261996385531,3.1538461538461537,50,false,true,true,false
935,Divided || T-shirt || Jersey Fancy || White || Placement print,Divided,T-shirt,Jersey Fancy,White,Placement print,0.9893840852758092,4.924820069234202,7.923076923076923,52,false,true,true,false
936,Divided || Coat || Outdoor || Beige || Solid,Divided,Coat,Outdoor,Beige,Solid,1.2087486430474688,4.923180638936904,1.6923076923076923,50,false,true,true,false
937,Ladieswear || Dress || Jersey Fancy || Grey || Solid,Ladieswear,Dress,Jersey Fancy,Grey,Solid,1.4121801123179876,4.9186895559267905,4.3076923076923075,51,false,true,true,false
938,Ladieswear || Dress || Dresses Ladies || Pink || Solid,Ladieswear,Dress,Dresses Ladies,Pink,Solid,0.9062149021440695,4.916630911736899,40.61538461538461,52,true,true,true,true
939,Sport || Vest top || Jersey Fancy || Orange || Solid,Sport,Vest top,Jersey Fancy,Orange,Solid,0.8881233452654437,4.9011175028782965,4.538461538461538,52,false,true,true,false
940,Ladieswear || Trousers || Trousers || Blue || Stripe,Ladieswear,Trousers,Trousers,Blue,Stripe,0.9175754323962291,4.898956798427975,15.923076923076923,52,true,true,true,true
941,Ladieswear || T-shirt || Jersey Fancy || Black || Melange,Ladieswear,T-shirt,Jersey Fancy,Black,Melange,1.1041598802735664,4.897223584964635,3.1538461538461537,52,false,true,true,false
942,Divided || Skirt || Skirts || Pink || Solid,Divided,Skirt,Skirts,Pink,Solid,1.1145578869437045,4.8951367658376865,8.923076923076923,52,false,true,true,false
943,Ladieswear || Dress || Jersey Basic || Blue || Stripe,Ladieswear,Dress,Jersey Basic,Blue,Stripe,0.8703399359916963,4.8943315684510145,4.076923076923077,51,false,true,true,false
944,Divided || Jumpsuit/Playsuit || Dresses Ladies || Blue || Denim,Divided,Jumpsuit/Playsuit,Dresses Ladies,Blue,Denim,0.5082965603404417,4.894081887908729,5.3076923076923075,52,false,false,true,false
945,Sport || T-shirt || Jersey Fancy || Black || Placement print,Sport,T-shirt,Jersey Fancy,Black,Placement print,1.4589695236936555,4.876305387787543,0.46153846153846156,20,false,true,false,false
946,Menswear || Vest top || Jersey Basic || White || Solid,Menswear,Vest top,Jersey Basic,White,Solid,1.2135398416146892,4.869622777711687,3.6153846153846154,51,false,true,true,false
947,Divided || Jacket || Outdoor || Blue || Solid,Divided,Jacket,Outdoor,Blue,Solid,1.379051397822643,4.862581487395338,6.615384615384615,52,false,true,true,false
948,Divided || Other accessories || Accessories || Pink || Solid,Divided,Other accessories,Accessories,Pink,Solid,1.64834151626213,4.862136109945857,4.230769230769231,52,false,true,true,false
949,Ladieswear || Jumpsuit/Playsuit || Trousers || Blue || Denim,Ladieswear,Jumpsuit/Playsuit,Trousers,Blue,Denim,0.5991985636460574,4.8615770488073595,2.923076923076923,35,false,false,true,false
950,Menswear || Hoodie || Jersey Fancy || Black || Embroidery,Menswear,Hoodie,Jersey Fancy,Black,Embroidery,0.9083691942424691,4.8521283259469,1.4615384615384615,39,false,true,true,false
951,Menswear || T-shirt || Jersey Basic || Green || Stripe,Menswear,T-shirt,Jersey Basic,Green,Stripe,0.9080124465188641,4.847897185330507,2.3076923076923075,37,false,true,true,false
952,Menswear || Sweater || Jersey Fancy || White || Stripe,Menswear,Sweater,Jersey Fancy,White,Stripe,1.1667778519012675,4.844433496926372,1.7692307692307692,52,false,true,true,false
953,Ladieswear || Blouse || Blouses || Blue || All over pattern,Ladieswear,Blouse,Blouses,Blue,All over pattern,1.3715931670867259,4.827957769982465,17.46153846153846,52,true,true,true,true
954,Menswear || Hoodie || Jersey Fancy || Black || Solid,Menswear,Hoodie,Jersey Fancy,Black,Solid,0.9180432112671963,4.818349739197262,1.7692307692307692,50,false,true,true,false
955,Divided || T-shirt || Jersey Fancy || White || Solid,Divided,T-shirt,Jersey Fancy,White,Solid,1.1151987261973604,4.814987297179318,18.384615384615383,52,true,true,true,true
956,Ladieswear || Skirt || Skirts || Black || All over pattern,Ladieswear,Skirt,Skirts,Black,All over pattern,1.1924975654448287,4.804302965915979,13.0,52,true,true,true,true
957,Divided || Dress || Dresses Ladies || Blue || All over pattern,Divided,Dress,Dresses Ladies,Blue,All over pattern,1.553203030724133,4.80411851331686,12.153846153846153,52,true,true,true,true
958,Ladieswear || Jacket || Outdoor || Green || Solid,Ladieswear,Jacket,Outdoor,Green,Solid,0.9893443686646577,4.804091252389828,2.6923076923076925,52,false,true,true,false
959,Ladieswear || Dress || Dresses Ladies || Black || Embroidery,Ladieswear,Dress,Dresses Ladies,Black,Embroidery,0.6576776053307709,4.79414137911933,1.6923076923076923,44,false,false,true,false
960,Ladieswear || Blazer || Dressed || White || Stripe,Ladieswear,Blazer,Dressed,White,Stripe,0.6808721289993814,4.789825885261286,1.3846153846153846,44,false,false,true,false
961,Ladieswear || Dress || Dresses Ladies || Black || Glittering/Metallic,Ladieswear,Dress,Dresses Ladies,Black,Glittering/Metallic,0.6115441931317682,4.776700070054071,1.0769230769230769,41,false,false,true,false
962,Sport || Shorts || Jersey Fancy || Black || Solid,Sport,Shorts,Jersey Fancy,Black,Solid,1.2789602594827185,4.7710638522445326,9.076923076923077,52,false,true,true,false
963,Menswear || Shirt || Shirts || White || Solid,Menswear,Shirt,Shirts,White,Solid,1.0044584820544504,4.7677043474499285,40.23076923076923,52,true,true,true,true
964,Divided || Hat/beanie || Accessories || Yellow || Solid,Divided,Hat/beanie,Accessories,Yellow,Solid,1.1529878630144046,4.767416187026354,2.230769230769231,50,false,true,true,false
965,Ladieswear || Skirt || Skirts || Beige || Solid,Ladieswear,Skirt,Skirts,Beige,Solid,0.7419346010930615,4.765884332378562,17.923076923076923,52,true,false,true,false
966,Sport || Bra || Jersey Fancy || Blue || Solid,Sport,Bra,Jersey Fancy,Blue,Solid,0.6956569543705333,4.764479973250566,1.0,44,false,false,true,false
967,Ladieswear || Bikini top || Swimwear || Pink || Other structure,Ladieswear,Bikini top,Swimwear,Pink,Other structure,,4.763862761431663,9.23076923076923,41,false,false,true,false
968,Ladieswear || Bag || Accessories || Mole || Solid,Ladieswear,Bag,Accessories,Mole,Solid,0.836692792285819,4.757829805000141,2.3846153846153846,41,false,false,true,false
969,Divided || T-shirt || Jersey Fancy || Pink || Embroidery,Divided,T-shirt,Jersey Fancy,Pink,Embroidery,0.6183490029961773,4.732797068515387,1.1538461538461537,52,false,false,true,false
970,Divided || Sweater || Jersey Fancy || Red || Solid,Divided,Sweater,Jersey Fancy,Red,Solid,1.2494971842316975,4.727445273958781,1.3076923076923077,47,false,true,true,false
971,Menswear || Trousers || Trousers Denim || Green || Denim,Menswear,Trousers,Trousers Denim,Green,Denim,0.9679417280935142,4.726254434459263,1.0,52,false,true,true,false
972,Menswear || Sweater || Jersey Fancy || Black || Melange,Menswear,Sweater,Jersey Fancy,Black,Melange,1.66711140760507,4.724630435379273,0.6923076923076923,38,false,true,true,false
973,Divided || Jumpsuit/Playsuit || Dresses Ladies || White || Solid,Divided,Jumpsuit/Playsuit,Dresses Ladies,White,Solid,0.7158442621982668,4.724332966608045,2.8461538461538463,52,false,false,true,false
974,Divided || Sweater || Jersey Fancy || White || Front print,Divided,Sweater,Jersey Fancy,White,Front print,1.4912882468780635,4.723793052131054,2.4615384615384617,52,false,true,true,false
975,Divided || Dress || Unknown || Black || All over pattern,Divided,Dress,Unknown,Black,All over pattern,0.9883676638635763,4.723243265117812,3.076923076923077,51,false,true,true,false
976,Ladieswear || Skirt || Skirts || Grey || Check,Ladieswear,Skirt,Skirts,Grey,Check,1.0626158117684814,4.72172177657858,4.076923076923077,52,false,true,true,false
977,Ladieswear || Dress || Jersey Fancy || Beige || All over pattern,Ladieswear,Dress,Jersey Fancy,Beige,All over pattern,0.5914007317342073,4.710692491577682,8.846153846153847,52,false,false,true,false
978,Ladieswear || Top || Blouses || Beige || All over pattern,Ladieswear,Top,Blouses,Beige,All over pattern,1.571894790103949,4.710282607490005,2.3076923076923075,50,false,true,true,false
979,Ladieswear || Dress || Dresses Ladies || White || All over pattern,Ladieswear,Dress,Dresses Ladies,White,All over pattern,1.053173985083788,4.707980712084025,45.15384615384615,52,true,true,true,true
980,Divided || Skirt || Skirts || Blue || Denim,Divided,Skirt,Skirts,Blue,Denim,0.9231411106451585,4.704903483004963,10.23076923076923,52,true,true,true,true
981,Divided || Trousers || Trousers || Mole || Solid,Divided,Trousers,Trousers,Mole,Solid,1.0439187424930807,4.700453252355213,2.8461538461538463,45,false,true,true,false
982,Menswear || Sweater || Jersey Fancy || Grey || Front print,Menswear,Sweater,Jersey Fancy,Grey,Front print,0.9212283044058744,4.699310728420038,3.6923076923076925,52,false,true,true,false
983,Divided || Jumpsuit/Playsuit || Dresses Ladies || Orange || All over pattern,Divided,Jumpsuit/Playsuit,Dresses Ladies,Orange,All over pattern,1.7364685432861764,4.692235986326744,2.076923076923077,46,false,true,true,false
984,Ladieswear || Dress || Jersey Fancy || Yellow || Solid,Ladieswear,Dress,Jersey Fancy,Yellow,Solid,0.6687134501886906,4.687508487985117,9.0,52,false,false,true,false
985,Divided || Sweater || Jersey Fancy || Grey || Melange,Divided,Sweater,Jersey Fancy,Grey,Melange,1.4347810485269665,4.6848878858780285,1.6153846153846154,52,false,true,true,false
986,Ladieswear || Earring || Accessories || Lilac Purple || Solid,Ladieswear,Earring,Accessories,Lilac Purple,Solid,0.8988827950436727,4.680475141049151,2.8461538461538463,51,false,true,true,false
987,Baby/Children || Garment Set || Jersey Fancy || Beige || All over pattern,Baby/Children,Garment Set,Jersey Fancy,Beige,All over pattern,1.078848078848079,4.6787374067282075,1.4615384615384615,39,false,true,true,false
988,Divided || Hat/beanie || Accessories || Blue || Solid,Divided,Hat/beanie,Accessories,Blue,Solid,1.533920905584668,4.677629384991983,0.5384615384615384,30,false,true,true,false
989,Ladieswear || Sneakers || Shoes || Black || Solid,Ladieswear,Sneakers,Shoes,Black,Solid,1.0881014240992153,4.669613436848837,13.461538461538462,52,true,true,true,true
990,Sport || Vest top || Jersey Fancy || Mole || Solid,Sport,Vest top,Jersey Fancy,Mole,Solid,1.031097053437656,4.661063850799352,1.5384615384615385,47,false,true,true,false
991,Ladieswear || Hair clip || Accessories || White || Solid,Ladieswear,Hair clip,Accessories,White,Solid,0.9935112187635148,4.659869963636638,12.76923076923077,50,true,true,true,true
992,Ladieswear || Dress || Dresses Ladies || Blue || Solid,Ladieswear,Dress,Dresses Ladies,Blue,Solid,1.0538751556103547,4.659048619240172,42.15384615384615,52,true,true,true,true
993,Ladieswear || Shirt || Blouses || Pink || Check,Ladieswear,Shirt,Blouses,Pink,Check,1.686295618473463,4.652996792594954,2.6153846153846154,51,false,true,true,false
994,Divided || Blouse || Blouses || White || Solid,Divided,Blouse,Blouses,White,Solid,1.0796407993439388,4.650904864190162,28.307692307692307,52,true,true,true,true
995,Menswear || Sweater || Jersey Fancy || Black || Stripe,Menswear,Sweater,Jersey Fancy,Black,Stripe,1.0112897707834418,4.646780962147919,0.7692307692307693,25,false,true,false,false
996,Menswear || Sweater || Jersey Fancy || White || Solid,Menswear,Sweater,Jersey Fancy,White,Solid,1.0838693686500966,4.641456095086364,1.4615384615384615,50,false,true,true,false
997,Ladieswear || Trousers || Trousers || Beige || Stripe,Ladieswear,Trousers,Trousers,Beige,Stripe,1.031406993547871,4.640207068850343,7.076923076923077,52,false,true,true,false
998,Ladieswear || Trousers || Blouses || Blue || Denim,Ladieswear,Trousers,Blouses,Blue,Denim,,4.635104939937295,8.692307692307692,44,false,false,true,false
999,Ladieswear || Bikini top || Swimwear || White || Stripe,Ladieswear,Bikini top,Swimwear,White,Stripe,1.1419712018989991,4.633602709510262,5.6923076923076925,52,false,true,true,false
1000,Ladieswear || Hair string || Accessories || Black || Solid,Ladieswear,Hair string,Accessories,Black,Solid,1.367026055705301,4.62795358152028,14.384615384615385,47,true,true,true,true
1001,"Ladieswear || Bra || Under-, Nightwear || Lilac Purple || Solid",Ladieswear,Bra,"Under-, Nightwear",Lilac Purple,Solid,1.1251303539049802,4.61047981197614,4.230769230769231,52,false,true,true,false
1002,Ladieswear || Dress || Dresses Ladies || Blue || Denim,Ladieswear,Dress,Dresses Ladies,Blue,Denim,1.0763240596789714,4.60747217655135,9.538461538461538,52,false,true,true,false
1003,Menswear || T-shirt || Jersey Fancy || Black || Solid,Menswear,T-shirt,Jersey Fancy,Black,Solid,0.8559433382214393,4.604369429751856,4.3076923076923075,52,false,true,true,false
1004,Menswear || Shirt || Shirts || White || Check,Menswear,Shirt,Shirts,White,Check,1.5740252532260304,4.587803984723641,1.6923076923076923,49,false,true,true,false
1005,Ladieswear || Swimwear bottom || Swimwear || Orange || Solid,Ladieswear,Swimwear bottom,Swimwear,Orange,Solid,0.5328567323368211,4.585521736716609,6.846153846153846,52,false,false,true,false
1006,Divided || Vest top || Blouses || White || Solid,Divided,Vest top,Blouses,White,Solid,1.0538316010715958,4.584565151592677,9.153846153846153,52,false,true,true,false
1007,Ladieswear || Top || Jersey Fancy || Orange || Solid,Ladieswear,Top,Jersey Fancy,Orange,Solid,1.3837490165312583,4.582663536848122,4.923076923076923,52,false,true,true,false
1008,Ladieswear || Dress || Dresses Ladies || Blue || All over pattern,Ladieswear,Dress,Dresses Ladies,Blue,All over pattern,1.0129092620952693,4.581078159963972,19.846153846153847,52,true,true,true,true
1009,Ladieswear || Trousers || Trousers || White || Stripe,Ladieswear,Trousers,Trousers,White,Stripe,1.6074030650699271,4.577400342800335,8.307692307692308,52,false,true,true,false
1010,Ladieswear || Bikini top || Swimwear || Green || All over pattern,Ladieswear,Bikini top,Swimwear,Green,All over pattern,0.8438103919546491,4.573406517462576,4.461538461538462,36,false,false,true,false
1011,Menswear || Sweater || Knitwear || Black || Melange,Menswear,Sweater,Knitwear,Black,Melange,1.2356536262876872,4.572122372927498,3.1538461538461537,51,false,true,true,false
1012,Divided || Dress || Dresses Ladies || Yellow || Solid,Divided,Dress,Dresses Ladies,Yellow,Solid,0.9050307485964854,4.566387071344662,4.769230769230769,52,false,true,true,false
1013,Ladieswear || T-shirt || Jersey Fancy || White || Placement print,Ladieswear,T-shirt,Jersey Fancy,White,Placement print,0.47232839763848566,4.565235994097397,3.6153846153846154,33,false,false,true,false
1014,Divided || Dress || Dresses Ladies || Blue || Solid,Divided,Dress,Dresses Ladies,Blue,Solid,1.1359417981087163,4.563361450723652,5.923076923076923,52,false,true,true,false
1015,Menswear || Sweater || Knitwear || White || Solid,Menswear,Sweater,Knitwear,White,Solid,1.1197841558251782,4.563257744901092,3.6923076923076925,52,false,true,true,false
1016,Ladieswear || Dress || Dresses Ladies || Khaki green || All over pattern,Ladieswear,Dress,Dresses Ladies,Khaki green,All over pattern,1.3075958266066015,4.562911054746338,6.153846153846154,48,false,true,true,false
1017,Ladieswear || Dress || Special Offers || Black || Solid,Ladieswear,Dress,Special Offers,Black,Solid,0.7915709594696851,4.560599709011387,4.461538461538462,52,false,false,true,false
1018,Ladieswear || Top || Jersey Fancy || Green || All over pattern,Ladieswear,Top,Jersey Fancy,Green,All over pattern,0.7561631927119025,4.555690838552353,2.6153846153846154,52,false,false,true,false
1019,Ladieswear || Dress || Jersey Fancy || Pink || Solid,Ladieswear,Dress,Jersey Fancy,Pink,Solid,0.9003183824185104,4.546110836137588,29.0,52,true,true,true,true
1020,Divided || T-shirt || Jersey Fancy || Turquoise || Solid,Divided,T-shirt,Jersey Fancy,Turquoise,Solid,1.3699280183400933,4.543877091766032,2.230769230769231,32,false,true,true,false
1021,"Menswear || Pyjama bottom || Under-, Nightwear || Blue || All over pattern",Menswear,Pyjama bottom,"Under-, Nightwear",Blue,All over pattern,1.9454074170612679,4.534192472164065,2.6923076923076925,46,false,true,true,false
1022,Divided || Gloves || Accessories || Black || Solid,Divided,Gloves,Accessories,Black,Solid,1.2683236796441577,4.5323111876118,2.230769230769231,50,false,true,true,false
1023,Ladieswear || Blouse || Blouses || Turquoise || Solid,Ladieswear,Blouse,Blouses,Turquoise,Solid,0.7802887633396108,4.530044275569314,6.230769230769231,47,false,false,true,false
1024,Divided || T-shirt || Jersey Fancy || Black || Embroidery,Divided,T-shirt,Jersey Fancy,Black,Embroidery,0.5362106537338953,4.524594910624648,4.3076923076923075,52,false,false,true,false
1025,Ladieswear || Boots || Shoes || Red || Solid,Ladieswear,Boots,Shoes,Red,Solid,0.9830227276388062,4.523786098722084,1.2307692307692308,39,false,true,true,false
1026,Divided || T-shirt || Unknown || Black || Solid,Divided,T-shirt,Unknown,Black,Solid,0.9672432199812965,4.522707288824789,0.23076923076923078,4,false,true,false,false
1027,Divided || Blouse || Blouses || Beige || All over pattern,Divided,Blouse,Blouses,Beige,All over pattern,0.6861046664546799,4.522461582348443,5.153846153846154,52,false,false,true,false
1028,Menswear || Trousers || Trousers || Black || Denim,Menswear,Trousers,Trousers,Black,Denim,0.9317726315032631,4.51961471321232,5.769230769230769,52,false,true,true,false
1029,Divided || Shorts || Trousers Denim || Blue || Denim,Divided,Shorts,Trousers Denim,Blue,Denim,0.7882693414486994,4.510846545392194,28.923076923076923,52,true,false,true,false
1030,Ladieswear || Bikini top || Swimwear || Black || Lace,Ladieswear,Bikini top,Swimwear,Black,Lace,0.8534417632421905,4.503838367837137,3.769230769230769,52,false,true,true,false
1031,Divided || Trousers || Trousers || Blue || Stripe,Divided,Trousers,Trousers,Blue,Stripe,0.9281149352809718,4.49577118611137,1.4615384615384615,52,false,true,true,false
1032,"Menswear || Underwear bottom || Under-, Nightwear || Green || All over pattern",Menswear,Underwear bottom,"Under-, Nightwear",Green,All over pattern,1.0224800041118582,4.492982922493585,9.153846153846153,52,false,true,true,false
1033,Menswear || Sweater || Knitwear || Blue || Melange,Menswear,Sweater,Knitwear,Blue,Melange,0.9081348553752677,4.491363571603828,6.615384615384615,52,false,true,true,false
1034,Divided || Dress || Dresses Ladies || Black || Embroidery,Divided,Dress,Dresses Ladies,Black,Embroidery,1.1869376705988917,4.488528177560748,3.076923076923077,52,false,true,true,false
1035,Ladieswear || Jacket || Outdoor || Yellow || Solid,Ladieswear,Jacket,Outdoor,Yellow,Solid,1.0784097936253392,4.487382803825054,3.923076923076923,52,false,true,true,false
1036,Ladieswear || Dress || Knitwear || Grey || Melange,Ladieswear,Dress,Knitwear,Grey,Melange,1.6574837764287214,4.48502958597454,0.23076923076923078,13,false,true,false,false
1037,Divided || Hoodie || Outdoor || Blue || Solid,Divided,Hoodie,Outdoor,Blue,Solid,1.2501042100875366,4.4680551527603605,0.8461538461538461,47,false,true,true,false
1038,Ladieswear || Bikini top || Swimwear || Red || All over pattern,Ladieswear,Bikini top,Swimwear,Red,All over pattern,1.3539209308605302,4.465167691053578,7.0,52,false,true,true,false
1039,Ladieswear || Other accessories || Accessories || Pink || Solid,Ladieswear,Other accessories,Accessories,Pink,Solid,1.2813579221785993,4.460336273021977,8.307692307692308,52,false,true,true,false
1040,Divided || Shorts || Shorts || Black || Solid,Divided,Shorts,Shorts,Black,Solid,1.3236888523393915,4.457867837487458,16.846153846153847,52,true,true,true,true
1041,Ladieswear || Trousers || Trousers || Brown || Check,Ladieswear,Trousers,Trousers,Brown,Check,3.4172869127597947,4.435606693135273,2.3076923076923075,52,false,true,true,false
1042,"Ladieswear || Pyjama bottom || Under-, Nightwear || Pink || Solid",Ladieswear,Pyjama bottom,"Under-, Nightwear",Pink,Solid,1.144307161638723,4.4354645373444,2.6923076923076925,50,false,true,true,false
1043,Ladieswear || Top || Blouses || Black || All over pattern,Ladieswear,Top,Blouses,Black,All over pattern,1.2807986460997856,4.419037123599283,5.076923076923077,51,false,true,true,false
1044,Ladieswear || Dress || Jersey Fancy || Green || All over pattern,Ladieswear,Dress,Jersey Fancy,Green,All over pattern,0.5766659934408571,4.415447417753176,5.3076923076923075,51,false,false,true,false
1045,Ladieswear || Blouse || Blouses || Blue || Stripe,Ladieswear,Blouse,Blouses,Blue,Stripe,1.234913723082865,4.411745382135306,22.53846153846154,52,true,true,true,true
1046,Ladieswear || Skirt || Skirts || White || Solid,Ladieswear,Skirt,Skirts,White,Solid,1.037807398407349,4.411180512909107,8.076923076923077,52,false,true,true,false
1047,Ladieswear || Belt || Accessories || Metal || Glittering/Metallic,Ladieswear,Belt,Accessories,Metal,Glittering/Metallic,0.9154452044653697,4.410417108862752,1.2307692307692308,47,false,true,true,false
1048,Ladieswear || Shorts || Shorts || Black || Solid,Ladieswear,Shorts,Shorts,Black,Solid,0.8464192061294797,4.408534222240075,16.692307692307693,52,true,false,true,false
1049,Ladieswear || T-shirt || Jersey Fancy || Brown || Solid,Ladieswear,T-shirt,Jersey Fancy,Brown,Solid,4.323791788063556,4.4037393531774365,0.9230769230769231,46,false,true,true,false
1050,Menswear || Hoodie || Jersey Fancy || Beige || Placement print,Menswear,Hoodie,Jersey Fancy,Beige,Placement print,1.0123754679668164,4.401511840915344,3.5384615384615383,52,false,true,true,false
1051,Menswear || Hoodie || Jersey Basic || Blue || Melange,Menswear,Hoodie,Jersey Basic,Blue,Melange,1.0478978179882916,4.399870934798251,0.9230769230769231,47,false,true,true,false
1052,Menswear || Top || Jersey Basic || White || Solid,Menswear,Top,Jersey Basic,White,Solid,1.0,4.3982415582301355,1.7692307692307692,46,false,true,true,false
1053,Ladieswear || Bag || Accessories || Black || All over pattern,Ladieswear,Bag,Accessories,Black,All over pattern,1.0718068979918,4.3967203230825715,1.8461538461538463,51,false,true,true,false
1054,"Ladieswear || Bra || Under-, Nightwear || Pink || Contrast",Ladieswear,Bra,"Under-, Nightwear",Pink,Contrast,1.156391588288598,4.395163355801485,1.2307692307692308,44,false,true,true,false
1055,Menswear || Shirt || Shirts || Blue || Denim,Menswear,Shirt,Shirts,Blue,Denim,0.8547677354095308,4.394547699477128,5.6923076923076925,52,false,true,true,false
1056,Divided || Top || Jersey Fancy || Black || Lace,Divided,Top,Jersey Fancy,Black,Lace,1.0666218446305238,4.390662635770606,1.1538461538461537,50,false,true,true,false
1057,Ladieswear || Hat/beanie || Accessories || Orange || Solid,Ladieswear,Hat/beanie,Accessories,Orange,Solid,0.8567166744262703,4.383565336942983,0.7692307692307693,40,false,true,true,false
1058,Ladieswear || Skirt || Skirts || Pink || Solid,Ladieswear,Skirt,Skirts,Pink,Solid,0.8780988147289825,4.381554221341129,11.461538461538462,52,true,true,true,true
1059,Ladieswear || Dress || Dresses Ladies || Black || Jacquard,Ladieswear,Dress,Dresses Ladies,Black,Jacquard,0.4964905576896003,4.373587091715571,3.8461538461538463,48,false,false,true,false
1060,Ladieswear || Dress || Jersey Fancy || Blue || All over pattern,Ladieswear,Dress,Jersey Fancy,Blue,All over pattern,1.9631142655159854,4.373439733816242,8.538461538461538,52,false,true,true,false
1061,Divided || T-shirt || Jersey Fancy || Black || Treatment,Divided,T-shirt,Jersey Fancy,Black,Treatment,1.0288362512873328,4.366151005644578,1.0,22,false,true,false,false
1062,Ladieswear || Coat || Outdoor || Beige || Solid,Ladieswear,Coat,Outdoor,Beige,Solid,0.8504655678226731,4.363705465328317,2.5384615384615383,52,false,true,true,false
1063,Divided || T-shirt || Jersey Fancy || Pink || Solid,Divided,T-shirt,Jersey Fancy,Pink,Solid,0.6461937090144704,4.3610231867881035,9.0,52,false,false,true,false
